Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2013;302.049.007;4.329.576;10.365.720;5.749.927;11.697.751;6.042.014;1.726.555;0;39.911.543;1.781.730;3.306.745;1.449.857;1.905.014;214.615;1;0;8.657.963;107.843;398.393;1.028.301;1.697.165;234.690;0;0;3.466.393;1.325.703;8.820.690;21.932.824;56.467.043;51.829.779;83.458.894;5.939.311;229.774.244;644.798;4.787.181;1.212.129;39.680;205;0;0;6.683.993;852;17.606;28.328;1.353;949;201;0;49.289;1.490.802;4.032.677;3.277.393;3.337.489;1.213.481;140.374;13.367;13.505.583;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2013;211.337.905;214.573;3.808.972;10.631.847;21.472.612;10.515.046;3.729.802;0;50.372.852;439.029;3.048.279;7.559.506;9.247.599;3.716.006;1.307.161;0;25.317.580;41.640;1.264.436;3.440.657;5.409.133;1.238.590;0;0;11.394.457;11.907;242.438;568.880;1.489.774;1.430.621;6.040.396;3.976.751;13.760.767;907.216;13.369.810;2.007.029;8.482;15;0;0;16.292.552;837.929;12.906.666;24.120.652;23.051.306;13.098.998;13.662.443;482.301;88.160.295;245.996;1.233.604;2.977.686;901.754;381.399;298.938;26;6.039.402;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2013;161.975.218;104.397;1.323.111;3.358.384;6.783.443;3.165.770;22.077;0;14.757.182;381.770;2.043.202;4.273.664;4.715.085;567.464;148.437;0;12.129.622;1.369.252;5.374.451;13.411.761;22.261.678;2.797.530;5.701;0;45.220.373;48.053;535.626;1.039.483;2.620.319;2.211.861;8.026.593;6.355.012;20.836.945;3.726.140;29.142.804;9.662.604;132.695;25;0;0;42.664.267;5.818;47.193;84.508;86.307;56.914;101.594;0;382.333;1.189.587;5.055.575;2.596.434;4.242.312;1.084.199;10.377;0;14.178.484;11.806.012
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2013;118.791.512;126.470;2.214.889;5.957.326;9.612.421;3.409.608;456.707;0;21.777.421;637.216;3.953.860;5.360.879;3.832.037;566.832;166.875;30;14.517.729;646.498;3.941.477;9.576.482;12.475.862;1.473.756;5.310;6;28.119.392;34.100;212.944;581.696;1.490.080;1.334.071;5.373.333;2.369.178;11.395.403;2.926.677;12.448.456;5.177.162;253.065;45.142;4.620;0;20.855.122;95.597;2.295.755;4.427.755;3.031.810;1.456.947;935.170;7;12.243.041;985.841;4.466.779;1.938.155;1.657.705;451.461;195.455;11.835;9.707.230;176.174
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2013;116.303.213;489.688;1.477.264;3.716.243;5.831.811;1.958.730;408.535;5.838;13.888.109;1.233.980;1.358.489;3.148.936;4.714.822;911.187;74.780;1.600;11.443.794;676.266;4.348.208;10.892.411;15.145.403;2.071.724;6.029;4.521;33.144.561;23.953;594.929;1.379.232;2.878.273;2.078.292;4.770.847;1.652.885;13.378.411;1.465.870;10.823.493;2.320.348;358.202;108.123;29.035;2.502;15.107.572;21.841;509.816;1.126.067;719.913;186.590;107.323;72;2.671.622;2.185.776;4.515.217;2.642.968;2.948.955;1.184.021;322.611;4.515;13.804.063;12.865.080
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2013;41.408.779;165.802;1.073.006;2.710.028;3.990.638;865.174;2.185;0;8.806.833;2.887;5.740;24.156;16.949;656;18;0;50.405;1.007.748;4.531.012;10.843.819;14.197.433;1.455.463;743;5.972;32.042.192;0;0;0;0;0;0;0;0;115.560;106.730;29.615;57;0;0;0;251.963;1.295;8.775;11.363;27.826;33.175;45.577;0;128.011;3.572;29.602;44.281;35.384;13.533;3.004;0;129.376;0
BMG;30.290;b1;C;2;;199;BELO HORIZONTE;MG;06/2013;21.031.541;171.487;1.986.939;5.232.392;8.529.289;2.715.631;218.798;49;18.854.584;23.365;8.395;10.057;10.220;498;28;0;52.563;63.084;167.685;355.882;273.982;14.297;0;0;874.931;0;0;0;0;0;0;0;0;85.851;1.035.873;0;0;0;0;0;1.121.724;0;0;0;0;0;0;0;0;2.804;14.352;41.410;59.848;9.306;18;0;127.739;0
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2013;19.532.834;8.550;89.560;236.819;401.688;86.989;3.247;34;826.888;621.539;1.501.164;2.177.847;1.196.433;77.417;36;8.486;5.582.921;72.208;451.182;1.119.740;1.618.843;206.677;292;0;3.468.942;5.607;79.776;181.236;457.696;241.897;1.794.253;965.054;3.725.519;359.368;2.290.811;328.760;2.009;0;0;8.219;2.989.167;19.843;336.414;624.835;519.867;14;0;0;1.500.973;184.654;580.494;503.818;39.790;16.597;31.950;4.647;1.361.950;76.473
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;06/2013;12.339.950;12.132;61.679;156.668;276.811;62.431;508;0;570.229;95.016;245.263;569.647;1.011.875;139.449;56;0;2.061.306;2.041;15.364;27.200;30.972;5.134;8;0;80.718;546;10.871;27.057;65.724;58.072;194.122;108.222;464.613;812.600;6.185.582;1.482.646;373.048;433;0;0;8.854.310;0;36.671;0;0;0;0;0;36.671;57.273;208.644;3.417;47;0;0;2.721;272.103;0
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2013;11.819.425;36.122;558.139;1.530.732;2.826.511;1.042.064;60.635;515;6.054.718;37.686;341.764;568.025;213.896;18.077;31.333;3;1.210.783;837;23.460;65.348;109.153;24.740;162;0;223.700;1.317;31.785;88.571;242.281;221.275;793.345;511.987;1.890.561;26.264;43.795;8.521;2.023;0;0;0;80.603;22.665;191.992;295.559;229.735;161.397;215.094;0;1.116.442;105.696;597.902;183.043;211.374;89.624;54.681;300;1.242.618;0
PANAMERICANO;31.323;b1;C;2;;199;SAO PAULO;SP;06/2013;10.707.826;34.018;151.112;436.707;711.261;273.005;34.152;0;1.640.255;10.227;18.012;40.530;25.592;119;27;0;94.507;256.389;583.295;1.573.932;3.709.045;1.067.026;2.561;0;7.192.248;3.158;9.775;24.905;55.766;42.548;98.336;22.928;257.415;252.674;702.433;109.890;30.988;6.617;183;0;1.102.786;0;0;0;0;0;0;0;0;6.635;47.556;70.541;147.116;50.759;87.177;10.832;420.616;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;06/2013;8.376.047;238;7.968;18.570;20.014;1.899;0;0;48.689;252;447;1.064;1.000;37;0;0;2.801;69.534;1.086.951;2.714.094;3.799.678;652.936;1.249;0;8.324.441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;45;51;6;0;0;0;117;0
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2013;7.452.772;5.309;68.991;197.290;296.081;90.785;1.110;0;659.566;15.544;49.378;106.829;99.397;30.742;6.271;0;308.161;53.843;585.874;1.424.360;1.650.364;92.275;40;0;3.806.756;55;290;1.067;2.023;1.416;1.491;0;6.342;2.169;61.971;12.866;10;0;0;0;77.017;782;7.157;25.331;17.724;6.804;967;0;58.765;4.531;1.619.627;787.068;67.736;31.169;961;0;2.511.092;25.074
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;06/2013;6.866.432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.297;848.075;2.123.617;3.257.452;582.077;914;0;6.866.432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;06/2013;5.655.810;7.040;242.528;618.064;1.345.110;774.997;150.776;0;3.138.515;14.846;211.060;399.972;517.334;220.078;48.372;0;1.411.662;1.519;13.058;34.751;67.575;18.093;20;0;135.016;1.250;14.293;36.335;72.664;63.901;72.016;0;260.459;19;2.057;143;0;0;0;0;2.220;2.690;92.308;54.274;76.917;25.061;16.915;0;268.165;14.461;57.214;144.262;64.099;43.385;26.174;90.179;439.773;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;06/2013;5.145.296;33.667;388.700;1.065.957;1.725.846;489.332;3.327;0;3.706.829;23.417;155.721;278.909;315.628;93.623;613;7;867.918;2.233;22.549;54.818;71.088;5.839;0;0;156.527;16;360;962;2.084;1.227;1.605;0;6.254;15.899;99.831;0;0;0;0;0;115.730;0;8.188;5.765;17.398;891;22.687;0;54.929;25.114;93.319;71.027;35.753;9.744;2.151;0;237.109;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;06/2013;4.312.642;38.774;239.979;703.205;1.368.557;505.073;5.336;0;2.860.924;16.322;23.482;29.890;6.084;130;1;0;75.908;1.951;7.493;17.025;10.155;21;0;0;36.645;0;0;0;0;0;0;0;0;134.493;854.352;326.904;22.508;0;0;0;1.338.258;0;0;0;0;0;0;0;0;0;10;456;441;0;0;0;907;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;06/2013;4.066.314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.583;498.248;933.449;789.203;288.878;174.425;0;2.710.787;9.354;155.806;388.505;465.979;234.878;101.005;0;1.355.528;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;06/2013;4.000.219;0;0;0;0;0;0;0;0;47;900;2.679;5.563;1.842;3.175;0;14.205;624;2.086;4.992;3.185;3;0;0;10.890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.695;313.307;800.067;1.655.203;895.709;247.753;0;3.972.735;563;377;1.028;280;142;0;0;2.389;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;06/2013;3.458.400;19.542;231.555;655.142;1.278.403;475.610;67.955;0;2.728.207;4.432;31.960;42.093;39.747;2.805;250;0;121.286;21.126;67.995;165.601;275.024;29.548;29;0;559.322;0;0;0;0;0;0;0;0;12;36;0;0;0;0;0;48;0;419;549;0;0;0;0;968;1.896;13.140;24.545;7.070;1.917;0;0;48.569;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;06/2013;3.429.554;3.506;146.202;374.734;626.262;277.516;91.223;0;1.519.444;91;51.159;45.761;20.380;1.629;1;0;119.020;5.781;288.415;708.427;723.421;48.894;37;0;1.774.974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;520;993;508;0;0;2.191;0;13.924;0;0;0;0;0;13.924;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;06/2013;3.300.577;449;5.928;17.165;37.090;27.130;2.976;0;90.737;2.308;7.586;14.943;22.725;987;41;0;48.590;0;0;0;0;0;0;0;0;0;121;121;0;0;0;0;243;0;0;0;0;0;0;0;0;398.957;25.519;24.583;14.703;3.543;666.701;0;1.134.006;28.567;1.197.088;711.861;64.853;17.977;6.654;0;2.027.001;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;06/2013;3.233.567;0;0;0;0;0;0;0;0;0;2.815;2.085;726;307;98;0;6.031;0;4.335;13.214;32.181;28.429;17.605;0;95.763;0;65;149;387;391;1.602;1.307;3.902;0;0;0;0;0;0;0;0;0;79.628;404.024;849.872;748.858;917.320;0;2.999.702;372;29.080;39.646;45.906;12.455;710;0;128.169;0
FIBRA;49.951;b1;C;2;;199;SAO PAULO;SP;06/2013;3.040.387;10.194;43.110;109.559;147.253;19.255;530;0;329.902;49.741;342.583;300.569;16.241;192;34;0;709.360;64.850;226.586;546.541;759.683;60.938;0;0;1.658.598;0;0;0;0;0;0;0;0;29.251;53.063;9.976;29;0;0;0;92.317;0;1.440;2.472;0;0;0;0;3.912;4.915;43.536;174.414;20.691;1.250;1.402;90;246.298;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;06/2013;2.833.955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494.095;1.587.678;679.350;72.832;0;0;0;2.833.955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;06/2013;2.529.432;0;0;0;0;0;0;0;0;106;1.570;49.226;90.357;82.430;3.261;0;226.950;0;364;1.219;3.151;1.268;0;0;6.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.227;29.168;551.823;829.483;609.466;256.349;0;2.289.516;0;1.028;2.334;2.837;766;0;0;6.964;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;06/2013;2.458.319;1.431;6.695;18.474;18.085;2.210;5;0;46.900;81;516;1.095;144;3;0;0;1.840;5.807;42.944;105.394;151.765;19.782;21;0;325.713;0;0;0;0;0;0;0;0;162.783;131.318;0;0;0;0;0;294.101;0;0;0;0;0;0;0;0;0;1.283.236;496.903;9.627;0;0;0;1.789.766;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;06/2013;2.450.225;2.564;111.268;436.382;788.614;371.851;24.968;0;1.735.648;17.131;151.044;286.524;175.530;3.775;1.186;8;635.197;0;0;0;0;0;0;0;0;18;149;568;349;0;0;0;1.084;12.458;36.072;13.516;58;0;0;0;62.105;0;2.167;216;347;368;4.151;0;7.249;3.540;4.420;982;0;0;0;0;8.943;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;06/2013;2.342.667;11.041;119.133;301.237;467.175;129.125;4.006;0;1.031.717;64.338;90.509;105.397;20.603;398;0;0;281.244;43.716;153.169;348.144;442.815;41.762;100;0;1.029.706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;06/2013;2.313.434;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;39.422;399.484;884.747;936.533;53.237;10;0;2.313.433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;06/2013;2.289.556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.541;79.545;245.765;558.391;502.081;842.747;0;2.241.070;234;1.837;5.869;14.129;12.188;14.229;0;48.486;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;06/2013;2.189.831;16.893;179.985;491.655;944.999;405.854;52.242;0;2.091.628;10.301;36.357;33.358;4.516;3;0;0;84.536;27;39;60;12;0;0;0;138;0;0;0;0;0;0;0;0;2.092;3.226;0;0;0;0;0;5.318;0;0;0;0;0;0;0;0;7.119;1.093;0;0;0;0;0;8.211;0
BONSUCESSO;50.706;b1;C;2;;199;BELO HORIZONTE;MG;06/2013;2.096.536;24.902;200.496;505.609;738.204;181.210;5.306;0;1.655.727;266;1.477;4.048;6.541;2.116;264;0;14.713;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;46.864;378.562;0;0;0;0;0;425.426;0;0;0;0;0;0;0;0;0;244;164;262;0;0;0;669;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;06/2013;2.051.729;3.024;69.784;200.564;376.817;168.939;13.260;0;832.388;9.731;42.631;97.366;89.326;12.802;1.232;0;253.089;1.934;17.136;45.029;65.838;13.275;34;0;143.246;214;3.770;3.894;5.572;4.968;20.603;16.866;55.889;3.372;6.422;49.861;83.691;6;2;0;143.355;3.760;29.694;248.304;87.093;40.883;5.079;0;414.814;9.609;42.899;83.220;56.532;13.887;2.795;4;208.948;0
BANCO CNH CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;06/2013;2.029.570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;1.359;4.046;4.107;324;0;0;10.012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.822;79.172;356.763;644.633;443.635;178.436;0;1.710.460;23.598;63.516;60.448;116.080;39.922;5.535;0;309.098;0
TOYOTA;51.334;b2;C;3;;198;SAO PAULO;SP;06/2013;1.983.960;0;0;0;0;0;0;0;0;0;34;93;76;0;0;0;203;10.778;302.370;738.213;837.271;83.273;104;0;1.972.010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1.939;4.810;4.653;244;0;0;11.746;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;06/2013;1.736.984;0;334;792;1.097;24;0;0;2.247;501;7.524;14.749;21.068;2.711;727;0;47.279;506;16.501;42.185;74.319;16.029;45;0;149.584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.199;153.005;714.904;73.791;7.936;1.559;0;977.394;19.986;242.508;122.958;46.095;21.028;2.195;105.710;560.479;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;06/2013;1.725.641;0;0;0;0;0;0;0;0;8;25.699;61.183;381.629;55.174;0;0;523.693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.623;1.550;0;0;0;0;3.173;9;13.717;115.685;55.266;1.054;315;0;186.047;1.012.728
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;06/2013;1.602.763;1.838;24.407;64.049;122.655;45.928;419;0;259.296;33;115;374;238;38;0;0;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.727;116.464;269.850;37;0;0;0;398.077;0;23.159;86.620;171.012;142.464;124.114;0;547.370;319;30.695;85.207;181.141;79.795;19.572;492;397.222;0
PERNAMBUCANAS;40.699;n1;C;2;;197;SAO PAULO;SP;06/2013;1.540.141;291;2.216;4.985;917;0;0;0;8.409;130.153;322.285;208.805;9.754;0;0;0;670.998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350.143;310.242;222;0;0;0;660.607;0;0;0;0;0;0;0;0;107.891;52.954;35.010;4.271;0;0;0;200.127;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;06/2013;1.207.755;4.131;48.252;127.096;272.732;186.095;14.463;0;652.769;1.041;6.905;18.104;1.554;369;134;0;28.107;0;0;0;0;0;0;0;0;107;2.245;5.451;14.277;13.860;59.163;35.423;130.525;0;264.157;0;0;0;0;0;264.157;1.669;5.521;14.124;21.123;7.273;6.271;0;55.982;2.345;12.782;24.236;3.832;3.269;14.638;15.114;76.215;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;06/2013;1.190.736;1.412;412;859;477;16;0;0;3.177;39.860;49.458;27.521;45;0;0;0;116.883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238.228;631.142;201.096;210;0;0;0;1.070.676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BIC;32.119;b1;C;2;;199;SAO PAULO;SP;06/2013;1.001.816;7.334;68.741;184.784;317.489;97.401;104;0;675.853;3.260;22.224;20.432;21.639;5.748;225;46;73.574;3.825;14.730;35.418;56.586;7.710;0;0;118.269;3;47;135;305;271;984;332;2.078;0;0;0;0;0;0;0;0;0;255;0;0;0;0;0;255;1.042;36.207;33.892;26.623;24.751;9.272;0;131.788;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;06/2013;954.821;82;32.672;101.616;153.365;126.621;1.757;0;416.114;2.508;37.927;125.906;211.020;159.518;1.829;0;538.707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;06/2013;935.708;0;3;31;13;0;0;0;47;1.166;14.763;21.919;22.225;12.360;3.415;0;75.848;76;1.303;3.350;4.985;542;0;0;10.256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.351;156.890;279.358;230.806;1.988;21.857;0;692.250;4.097;21.274;32.759;36.981;24.228;14.730;23.240;157.308;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;06/2013;926.536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.766;44.223;115.248;203.180;127.044;361.454;70.544;924.460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;56;162;381;296;563;595;2.077;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;06/2013;917.519;6;145;338;183;0;0;0;672;3.569;79.803;205.858;241.466;12.250;680;0;543.626;983;16.541;46.361;61.533;76;0;0;125.493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.303;65.770;118.302;59.574;1.605;174;0;247.728;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;06/2013;917.076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;41;43;105;0;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.375;24.978;99.135;230.841;203.103;351.619;0;914.051;142;126;737;1.473;241;104;0;2.823;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;06/2013;893.865;52;120;19;0;0;0;0;191;250.467;474.905;168.098;203;0;0;0;893.674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;06/2013;796.044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.496;11.489;54.925;173.236;205.921;334.036;0;783.102;145;1.388;3.456;5.810;1.590;554;0;12.942;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;06/2013;744.414;0;0;0;0;0;0;0;0;9.740;42.244;66.506;24.498;1.165;4;0;144.157;32.326;81.806;168.235;185.139;17.167;1;0;484.675;0;0;0;0;0;0;0;0;42.492;73.090;0;0;0;0;0;115.582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
