Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;12/2004;8.580.955;150.405;5.582.846;-67.285;105.265;693.314;15.045.501;-6.634.200;-671.700;-101.500;0;-1.957.919;-9.365.318;5.680.183;3.418.906;0;-3.583.806;-2.879.326;-713.952;-435.398;4.174.144;-3.208.748;-3.228.180;2.452.002;76.304;2.528.306;-732.647;-192.405;1.603.254;-504.310
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2004;6.524.187;575.978;2.912.610;1.112.903;160.149;619.484;11.905.312;-4.933.514;-492.002;-425.841;0;-967.033;-6.818.390;5.086.922;2.375.700;0;-2.284.839;-2.311.624;-520.534;73.482;1.059.135;-1.009.958;-2.618.638;2.468.285;8.392;2.476.676;-502.822;0;1.973.854;-673.582
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2004;3.019.143;0;5.849.784;102.879;0;1.622.992;10.594.799;-5.742.232;-437.687;0;-792;-167.863;-6.348.575;4.246.224;2.535.491;0;-2.557.720;-2.083.603;-283.564;22.920;718.173;-1.691.069;-3.339.371;906.853;-15.193;891.660;27.569;-123.172;796.057;-255.055
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2004;5.051.464;1.019.364;2.365.666;1.748.916;0;363.951;10.549.361;-2.930.565;-335.757;-863.880;-194.024;-654.673;-4.978.899;5.570.462;2.810.438;0;-1.410.276;-2.292.615;-502.628;375.501;1.871.829;-2.263.863;-1.411.613;4.158.849;-33.686;4.125.164;-812.530;-233.859;3.078.774;-869.265
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2004;6.222.683;0;596.411;202.770;3.214;0;7.025.078;-687.272;-4.329.039;0;0;-996.242;-6.012.554;1.012.524;997;0;-342.445;-64.818;-68.020;249.584;5.917.790;-6.185.115;-492.027;520.497;-497;520.000;-379.676;-49.842;90.481;0
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;12/2004;4.107.790;215.803;1.629.328;571.899;0;220.324;6.745.144;-2.827.576;-280.744;-164.235;-165.335;-941.690;-4.379.580;2.365.564;1.018.710;0;-879.566;-1.590.767;-242.883;950.873;1.417.619;-3.132.152;-2.458.168;-92.603;733.935;641.332;168.051;-84.602;724.781;-293.750
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;12/2004;2.268.154;116.174;1.652.682;855.809;53.799;145.877;5.092.495;-2.068.333;-154.947;-86.923;0;-227.796;-2.537.999;2.554.496;1.085.576;0;-922.655;-1.065.723;-315.292;45.300;862.949;-1.218.538;-1.528.382;1.026.114;-8.923;1.017.191;5.232;-197.843;824.580;0
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;12/2004;3.876.139;273.737;956.828;-204.519;0;54.010;4.956.196;-1.998.380;-130.348;-220.653;-300.183;-530.705;-3.180.269;1.775.927;1.043.317;0;-1.150.831;-1.541.554;-298.632;-514.145;1.972.625;-734.751;-1.223.970;551.957;-60.937;491.019;-242.579;-107.653;140.787;-150.000
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2004;2.529.588;109.419;711.454;381.308;62.173;135.302;3.929.244;-1.490.997;-121.983;-88.675;0;-571.331;-2.272.985;1.656.260;782.506;0;-753.342;-1.123.102;-181.219;68.410;451.596;-452.452;-1.207.603;448.657;-9.712;438.945;-61.048;-46.257;331.640;-174.800
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2004;1.043.867;9.375;1.992.001;-49.634;0;57.996;3.053.605;-1.982.804;-57.040;-13.045;-34.484;-48.116;-2.135.490;918.115;44.122;0;-93.757;-122.482;-54.907;0;205.081;-319.089;-341.031;577.084;-1.307;575.777;-134.960;-42.470;398.348;-227.760
