Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2016;694.067.527;344.156.488;83.251.607;108.393.239;28.227.886;129.348.966;689.340;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2016;635.896.147;298.548.613;80.604.827;75.535.955;28.925.188;114.130.095;372.740;37.778.730
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2016;538.200.734;204.987.790;19.819.028;40.094.222;9.953.162;44.418.177;847.934;218.080.420
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2016;439.331.540;196.954.435;28.509.603;48.146.245;15.843.495;53.937.991;929.453;95.010.318
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;12/2016;342.672.044;202.197.453;35.734.343;44.550.612;6.462.225;25.591.107;28.136.305;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2016;255.591.245;150.120.273;14.073.352;22.776.260;5.725.364;35.686.695;323.224;26.886.076
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2016;51.965.692;29.046.125;2.444.284;3.240.280;948.948;6.437.372;9.776;9.838.907
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2016;47.204.225;24.071.890;3.891.416;7.287.033;1.583.260;8.860.028;24.677;1.485.922
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;12/2016;29.164.206;3.120.895;494.267;946.651;370.158;24.051.630;26.466;154.139
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2016;19.746.972;13.669.336;874.309;1.163.240;601.157;3.323.718;115.212;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;12/2016;18.917.157;8.824.956;2.207.822;3.800.563;1.304.310;2.770.834;8.673;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;12/2016;16.141.093;62.242;4.158.380;4.347;66.308;11.847.322;2.493;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;12/2016;15.904.150;6.001.843;6.666.254;1.303.581;124.956;1.807.516;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;12/2016;14.687.682;6.678.019;1.337.815;2.663.174;931.180;3.073.903;3.591;0
DAYCOVAL;51.987;b1;C;2;;199;SAO PAULO;SP;12/2016;13.837.340;7.317.635;1.296.367;2.465.192;620.368;1.886.734;3.943;247.102
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;12/2016;13.476.065;784.473;333.791;17.321;4.904;12.334.298;1.278;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;12/2016;12.993.935;2.191.699;662.903;9.897.239;123.896;115.963;2.235;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;12/2016;12.673.854;7.222.428;828.362;1.853.526;467.321;2.277.923;24.295;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;12/2016;12.155.104;6.213.810;773.687;717.602;123.745;2.078.774;202;2.247.284
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;12/2016;11.541.362;6.780.422;984.336;170.824;689.726;2.907.152;8.902;0
