Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2007;8.471.186;5.601.334;4.426.593;1.072.110;73.061;456.920;20.101.203;-5.727.370;-612.073;-4.357.550;0;-2.043.521;-12.740.513;7.360.689;4.396.061;0;-2.100.805;-6.615.338;-845.430;139.702;1.918.985;-4.104.247;-7.211.071;149.618;1.468.766;1.618.383;-617.360;-403.641;597.383;-61.925
BB;49906;b1;;C;1;BRASILIA;DF;06/2007;12.170.556;327.757;6.205.837;352.596;205.493;800.411;20.062.652;-8.743.136;-802.868;-233.077;0;-2.917.012;-12.696.092;7.366.560;4.814.202;0;-4.371.852;-2.848.000;-945.367;-26.646;2.356.172;-2.523.696;-3.545.188;3.821.372;42.751;3.864.123;-1.069.531;-317.424;2.477.168;-651.899
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2007;10.850.672;1.376.218;3.314.368;1.838.440;151.916;630.728;18.162.343;-6.836.927;-683.143;-996.389;0;-2.583.742;-11.100.201;7.062.142;3.376.308;0;-2.608.447;-2.755.853;-816.498;1.478.465;1.910.622;-2.805.785;-2.221.187;4.840.955;1.480;4.842.434;-814.377;0;4.028.058;-1.075.000
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2007;4.522.743;0;8.072.551;-55.788;821;2.065.668;14.605.995;-7.009.729;-918.657;0;0;-1.011.031;-8.939.418;5.666.577;3.353.136;0;-3.360.429;-2.201.694;-455.480;125.054;1.297.297;-2.321.319;-3.563.436;2.103.141;-60.529;2.042.612;-258.344;-68.702;1.715.566;-274.808
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;06/2007;6.307.209;824.501;2.271.399;384.015;0;310.458;10.097.582;-3.543.802;-343.304;-590.455;-168.755;-1.411.525;-6.057.842;4.039.740;1.549.333;0;-1.239.069;-1.780.032;-511.437;-395.890;1.171.573;-1.139.445;-2.344.967;1.694.773;102.822;1.797.595;-524.666;-208.012;1.064.916;-314.999
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;06/2007;5.419.994;786.534;2.191.256;-180.766;129.183;209.874;8.556.075;-3.299.030;-383.557;-557.565;0;-1.237.604;-5.477.756;3.078.319;1.350.471;0;-916.986;-1.753.218;-155.241;1.016.610;1.496.166;-2.917.233;-1.879.430;1.198.889;419.726;1.618.615;24.499;-193.927;1.449.187;-560.949
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;06/2007;4.124.696;122.570;3.169.639;116.718;0;184.047;7.717.669;-3.084.424;-392.227;-95.284;-76.571;-922.280;-4.570.786;3.146.883;1.767.046;0;-908.755;-1.362.482;-425.498;38.071;1.099.354;-2.096.267;-1.888.531;1.258.352;-4.585;1.253.766;-130.560;-158.670;964.536;-263.000
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2007;3.562.475;360.163;1.366.160;-47.728;79.953;195.590;5.516.612;-2.336.222;-66.597;-258.813;0;-960.014;-3.621.646;1.894.967;1.167.600;0;-865.913;-1.423.952;-247.594;131.697;350.869;-329.744;-1.217.038;677.929;91.266;769.195;-123.974;-98.324;546.897;-125.000
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2007;4.318.763;0;891.789;135.264;0;0;5.345.817;-932.049;-3.345.187;0;-33.033;472.392;-3.837.877;1.507.939;34.432;0;-190.586;-66.755;-135.377;1.997.760;3.594.743;-1.370.240;3.863.979;5.371.918;69.925;5.441.843;-967.330;0;4.474.513;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2007;1.656.263;1.655.039;1.929.634;-844.046;475.718;48.963;4.921.570;-2.277.603;-392.016;-1.281.185;0;-78.551;-4.029.355;892.214;263.328;0;-314.774;-322.007;-45.312;-20.303;343.867;-199.307;-294.508;597.706;-1.747;595.959;-148.670;0;447.289;-112.083
