Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;12/2019;547.202.714;1.590.286;6.061.754;13.676.207;23.420.423;11.209.183;6.413.709;37.832;62.409.394;610.058;805.839;1.519.701;1.317.495;160.027;4.371;9.467;4.426.958;65.640;220.875;350.812;165.128;20.513;106;379;823.453;1.239.343;13.361.949;35.553.309;81.984.223;66.453.307;183.912.330;72.088.651;454.593.111;1.662.185;6.995.960;2.168.245;142.219;19.614;18.420;0;11.006.643;172.020;221.335;1.886.031;524.543;155.773;54.747;0;3.014.448;1.500.104;3.316.093;2.434.667;1.976.427;884.119;779.620;37.675;10.928.706;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;12/2019;367.069.059;250.391;4.808.521;13.501.807;29.028.973;19.236.515;14.233.091;219.104;81.278.401;626.481;3.289.532;7.312.368;11.078.411;5.052.275;2.590.387;425.408;30.374.861;34.546;424.377;1.082.211;1.644.040;357.983;46;94.512;3.637.714;65.320;621.680;1.338.713;3.581.466;3.530.394;17.979.902;21.784.279;48.901.755;1.163.083;25.358.005;5.266.892;305.695;103;0;184.458;32.278.236;2.782.260;10.396.594;58.676.163;40.065.812;25.598.230;21.391.760;178.882;159.089.700;624.610;1.019.533;2.952.614;1.864.510;1.267.133;1.301.119;146.178;9.175.697;2.332.695
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2019;298.376.719;472.646;4.275.819;12.736.220;20.367.902;8.829.168;1.947.526;23;48.629.305;495.654;3.047.828;5.213.343;5.034.106;977.713;18.996;0;14.787.640;228.373;2.488.516;6.164.936;8.773.897;1.313.060;2.110;0;18.970.892;49.966;1.521.034;4.201.408;9.600.517;7.435.549;17.522.937;4.398.120;44.729.530;6.574.033;57.860.493;24.837.777;1.635.703;26.208;8;0;90.934.223;5.224;82.529;780.379;147.104;46.888;25.554;0;1.087.677;2.600.086;7.694.248;6.478.197;4.817.517;992.403;164.553;0;22.747.002;56.490.450
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;12/2019;230.518.270;267.842;5.735.748;14.738.904;25.180.743;12.184.990;4.887.918;377;62.996.522;1.186.926;6.566.424;8.431.983;7.443.097;1.155.628;196.504;321;24.980.883;280.241;3.824.937;9.358.502;13.392.558;2.124.821;6.286;1;28.987.346;77.868;1.550.514;4.230.773;9.460.945;7.140.572;16.925.931;4.436.695;43.823.298;4.002.629;26.597.020;9.046.900;538.309;24.134;3.772;0;40.212.764;158.511;1.144.294;6.883.944;4.543.441;1.154.033;478.439;0;14.362.661;1.601.928;5.416.029;2.772.954;3.014.866;893.547;414.770;14.496;14.128.591;1.026.206
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;12/2019;205.838.349;658.011;3.509.574;9.137.532;15.667.656;7.800.542;4.519.984;837;41.294.136;869.109;1.380.628;2.902.281;3.987.321;1.558.115;330.816;16.988;11.045.258;664.340;6.407.674;16.027.959;23.728.785;4.304.403;22.792;3.845;51.159.797;40.964;1.326.549;3.459.073;7.793.243;5.915.638;14.181.521;4.501.536;37.218.524;2.339.954;24.269.283;8.265.712;809.537;195.026;78.697;34;35.958.242;68.687;451.784;3.344.182;1.664.116;839.929;569.119;0;6.937.816;2.261.184;4.892.664;4.208.305;4.866.406;2.849.671;1.617.669;41.514;20.737.413;1.487.164
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;12/2019;42.889.650;68.493;225.233;491.489;461.425;62.406;3.623;0;1.312.669;33.251;168.117;181.334;113.779;24.918;352;0;521.751;692.957;5.107.590;12.474.392;17.595.132;2.281.854;1.511;0;38.153.436;0;0;0;0;0;0;0;0;451.379;1.620.956;674.288;19.647;0;0;0;2.766.270;0;6.000;9.411;3.824;2.977;0;0;22.212;829;9.549;44.991;35.293;11.472;10.958;220;113.312;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;12/2019;26.929.973;152.272;1.070.558;2.994.048;5.966.385;3.735.169;1.873.548;117;15.792.097;27.092;725.897;1.120.358;343.174;58.531;13.143;0;2.288.193;374;1.994;4.670;7.267;1.703;10;0;16.018;3.104;66.017;153.453;402.717;372.898;1.468.094;1.099.113;3.565.395;63.387;1.163.063;315.866;3.503;0;0;0;1.545.819;29.178;155.420;1.047.991;399.584;222.309;146.943;20.558;2.021.983;109.002;995.805;227.737;191.839;90.532;85.400;152;1.700.467;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;12/2019;24.559.635;29.027;697.557;1.923.810;3.695.957;2.031.472;478.479;0;8.856.303;1.452;173.902;367.918;322.745;53.265;1.012;0;920.294;110.912;1.707.332;4.355.099;6.724.744;959.272;1.071;0;13.858.430;24;374;136;858;390;327;0;2.109;7.126;232.487;70.758;65;0;0;0;310.436;0;35.506;137.056;51.905;37.721;13.920;0;276.109;6.387;134.796;177.802;3.199;4.834;0;0;327.020;8.935
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;12/2019;21.881.437;122.879;783.879;2.087.060;3.851.767;2.015.796;764.450;0;9.625.829;2.976;8.981;13.247;3.511;29;0;0;28.744;254.291;1.198.258;2.881.013;4.031.845;483.300;127;0;8.848.833;790;4.187;10.642;23.231;17.150;35.784;5.700;97.483;370.720;2.279.588;247.889;9.778;634;1;0;2.908.610;0;0;0;0;0;0;0;0;14.228;25.561;61.439;112.037;70.497;85.812;2.364;371.938;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;12/2019;13.932.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140.968;232.643;2.147.976;1.201.816;665.578;425.552;0;4.814.532;183.353;480.895;4.263.195;2.722.367;1.164.110;304.447;0;9.118.368;0
