Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;12/2006;11.177.222;292.974;6.674.629;-316.639;0;793.054;18.621.241;-8.571.677;-815.948;-198.055;-68.903;-3.083.717;-12.738.300;5.882.941;4.539.030;0;-3.994.385;-2.822.369;-871.962;245.871;1.675.668;-1.526.840;-2.754.987;3.127.954;69.121;3.197.074;-761.132;-280.354;2.155.588;-681.377
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2006;8.420.197;4.315.315;3.974.475;537.166;314.797;491.185;18.053.134;-5.427.107;-587.280;-3.892.989;0;-1.784.007;-11.691.384;6.361.751;4.423.890;0;-2.187.405;-3.663.834;-805.652;576.339;1.316.217;-2.465.128;-2.805.574;3.556.177;1.113.130;4.669.307;-767.313;-540.724;3.361.271;-1.167.524
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2006;10.405.278;1.187.447;3.173.565;623.090;320.829;646.492;16.356.701;-6.574.282;-797.903;-823.863;0;-2.336.990;-10.533.038;5.823.663;3.088.920;0;-2.837.115;-2.766.245;-672.118;251.978;832.033;-2.050.440;-4.152.986;1.670.677;-11.758;1.658.919;217.678;0;1.876.597;-386.971
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2006;4.663.123;0;7.623.913;-308.471;5.794;2.202.140;14.186.498;-6.991.343;-878.341;0;0;-636.104;-8.505.789;5.680.709;2.848.707;0;-3.199.292;-2.267.797;-458.548;135.131;938.516;-2.022.662;-4.025.946;1.654.763;-98.153;1.556.610;-177.368;-337.030;1.042.212;-268.786
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;12/2006;6.453.328;542.700;1.601.487;226.205;19.153;319.790;9.162.663;-3.383.226;-275.022;-384.138;0;-1.306.467;-5.348.853;3.813.810;1.438.557;0;-1.245.188;-1.863.645;-390.487;-45.908;342.527;-474.276;-2.238.419;1.575.391;1.370;1.576.760;-201.300;-203.220;1.172.241;-570.229
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;12/2006;5.578.699;495.355;2.286.496;366.095;105.247;233.300;9.065.192;-3.523.427;-439.811;-350.566;0;-1.266.622;-5.580.425;3.484.767;1.270.065;0;-955.542;-1.899.475;-292.978;364.270;950.491;-1.979.719;-2.542.888;941.878;-23.875;918.004;-34.507;-169.202;714.295;-491.346
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;12/2006;3.841.829;131.190;2.889.217;317.951;49.995;192.459;7.422.642;-3.253.376;-315.703;-95.526;0;-726.977;-4.391.581;3.031.061;1.509.127;0;-1.009.577;-1.381.997;-369.924;27.474;637.721;-1.439.725;-2.026.900;1.004.161;-25.537;978.623;-88.717;-137.404;752.502;-130.000
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2006;5.152.668;0;1.150.675;123.179;14.236;0;6.440.758;-861.716;-3.246.209;0;0;450.897;-3.657.027;2.783.731;38.110;0;-249.574;-100.252;-150.236;759.424;1.045.032;-621.326;721.178;3.504.909;-17.607;3.487.302;-414.458;-59.004;3.013.841;0
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2006;3.481.159;261.169;1.337.761;72.471;35.319;187.079;5.374.959;-2.369.997;-55.906;-184.116;0;-771.504;-3.381.524;1.993.435;1.116.920;0;-820.026;-1.387.948;-236.853;119.288;273.649;-307.251;-1.242.221;751.214;-9.047;742.167;-107.009;-134.610;500.547;-138.459
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2006;1.793.970;1.612.667;1.252.486;-420.461;45.336;36.885;4.320.882;-1.871.588;-144.758;-1.207.475;0;8.810;-3.215.012;1.105.871;259.533;0;-312.330;-328.062;-78.071;63.986;198.202;-261.891;-458.634;647.237;159;647.396;-152.587;0;494.809;-222.050
