Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;03/2013;276.305.695;4.504.932;10.738.766;4.670.275;9.490.757;5.007.133;1.567.929;0;35.979.791;1.555.356;2.954.697;1.266.316;1.701.308;193.416;1;0;7.671.094;736.870;2.044.066;0;0;0;0;0;2.780.937;1.447.541;8.410.008;20.389.141;52.533.051;47.904.277;75.552.132;5.251.337;211.487.488;565.719;4.477.966;1.122.966;27.676;182;0;0;6.194.510;0;10.003;5.818;40;35;0;0;15.895;1.495.424;3.891.354;2.933.703;2.895.153;951.072;9.273;0;12.175.980;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;03/2013;196.145.432;204.390;3.707.341;10.312.372;20.712.740;10.127.242;3.428.991;0;48.493.075;447.071;2.724.416;7.418.006;9.032.195;3.662.991;1.275.232;0;24.559.910;39.090;1.206.508;3.275.269;5.242.265;1.294.068;0;0;11.057.199;10.307;206.120;482.189;1.258.973;1.202.901;5.025.404;3.090.848;11.276.743;984.426;12.562.010;1.920.604;7.670;16;0;0;15.474.725;779.818;7.599.393;28.591.183;17.353.156;12.215.883;11.844.711;1.026.236;79.410.380;241.834;1.252.842;2.823.853;861.703;357.873;307.431;27.863;5.873.399;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;03/2013;160.185.995;114.141;1.115.112;2.724.345;5.536.297;2.524.484;9.918;0;12.024.298;513.347;2.039.327;4.047.878;5.170.480;716.852;148.451;0;12.636.335;1.420.488;5.619.331;13.886.051;24.009.066;3.532.387;6.053;0;48.473.375;45.418;635.843;1.033.287;2.285.627;2.065.981;7.377.150;5.722.083;19.165.390;3.706.833;28.916.990;9.603.609;122.107;42;2;0;42.349.584;4.306;42.871;97.246;80.550;56.196;93.228;0;374.398;1.342.776;4.991.834;2.557.009;4.165.642;1.064.245;6.225;0;14.127.732;11.034.882
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;03/2013;113.637.498;116.529;1.999.337;5.363.638;8.524.910;2.911.987;344.654;0;19.261.056;661.108;3.832.107;5.059.836;3.671.069;548.524;166.436;16;13.939.097;741.144;3.996.485;9.597.637;12.696.151;1.617.942;4.847;0;28.654.205;34.935;200.219;546.899;1.378.394;1.244.816;4.335.475;2.743.734;10.484.472;3.009.509;11.691.885;4.839.089;103.372;841;3;0;19.644.698;99.107;1.735.850;5.174.477;2.733.744;1.380.442;900.053;184;12.023.857;998.321;4.415.401;1.795.014;1.633.640;445.281;202.656;17.189;9.507.501;122.613
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;03/2013;113.357.889;491.844;1.509.542;3.749.580;5.832.429;1.942.085;403.029;5.663;13.934.173;1.504.240;1.350.477;3.058.941;4.714.761;891.590;86.014;1.552;11.607.575;678.426;4.281.184;10.721.267;15.024.724;2.220.984;5.399;4.501;32.936.485;25.469;560.049;1.305.642;2.716.524;1.958.720;4.436.367;1.489.450;12.492.222;1.623.467;10.579.927;2.248.073;332.716;99.291;33.014;2.431;14.918.919;24.364;248.085;1.356.184;551.275;148.392;93.235;69;2.421.604;2.337.260;4.615.240;2.507.389;2.890.824;1.215.458;317.877;4.316;13.888.364;11.158.547
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;03/2013;42.884.453;218.863;1.135.071;2.846.795;4.312.483;981.481;4.819;0;9.499.511;4.585;6.259;9.587;17.554;813;38;0;38.836;1.110.142;4.563.420;10.867.900;14.706.109;1.578.708;637;5.904;32.832.820;0;0;0;0;0;0;0;0;115.133;105.295;18.616;59;0;0;0;239.103;395;9.212;12.473;30.929;30.496;34.681;0;118.185;4.019;21.775;64.684;48.384;11.033;6.101;0;155.997;0
BMG;30.290;b1;C;2;;199;BELO HORIZONTE;MG;03/2013;22.056.566;118.159;2.052.878;5.485.428;9.105.116;2.814.472;146.845;36;19.722.935;77.497;31.937;57.056;80.641;15.129;610;0;262.870;51.785;153.349;332.502;274.681;15.724;0;0;828.042;0;0;0;0;0;0;0;0;123.622;1.045.568;41;53;30;29;0;1.169.343;0;0;0;0;0;0;0;0;2.412;11.244;27.450;28.968;3.302;0;0;73.376;0
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;03/2013;19.558.289;8.169;87.102;223.091;378.647;89.816;3.818;32;790.674;655.811;1.554.630;2.244.034;1.217.798;77.502;30;1.962;5.751.767;80.407;491.848;1.191.368;1.820.598;250.360;300;0;3.834.882;5.802;78.150;175.720;443.134;246.000;1.697.438;899.609;3.545.853;415.448;2.149.182;318.307;3.126;41;0;9.606;2.895.709;23.353;131.775;911.737;332.928;21;0;0;1.399.815;190.251;352.510;709.297;35.776;14.806;29.810;7.136;1.339.586;4
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;03/2013;12.077.320;10.466;59.783;150.337;277.738;61.977;579;0;560.879;101.657;245.185;559.623;995.394;135.169;55;0;2.037.083;1.497;7.760;21.397;33.947;5.124;27;0;69.752;572;10.974;27.152;65.791;57.901;190.691;103.804;456.885;796.021;5.944.828;1.462.501;377.674;795;0;0;8.581.819;0;0;36.184;0;0;0;0;36.184;81.195;231.902;20.492;5;0;0;1.123;334.717;0
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;03/2013;11.487.081;32.701;538.956;1.471.592;2.730.435;1.038.912;39.374;599;5.852.569;48.722;321.282;509.691;171.234;19.500;30.253;3;1.100.685;802;24.427;68.424;120.644;31.033;165;0;245.495;1.434;30.537;86.042;232.201;214.758;759.976;478.499;1.803.448;26.887;40.590;7.864;1.677;0;0;0;77.018;33.112;387.825;162.545;244.077;146.162;200.275;0;1.173.995;108.195;611.097;170.286;213.047;84.299;46.568;380;1.233.872;0
