Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2013;335.013.205;1.241.622;10.610.152;25.818.738;28.002.371;8.865.550;1.557.238;207;76.095.877;46.771;1.196.595;3.861.810;5.418.160;8.667.846;21.702.686;3.622.363;44.516.231;114.821;2.921.590;1.080.929;579.783;0;0;0;4.697.124;602.434;13.433.930;3.767.016;1.123.055;8.283;0;251.338;19.186.056;82.181;4.967.957;8.005.127;363.805;55.234;304;0;13.474.609;373.661;2.778.638;1.383.504;2.078.905;922.978;4.766.666;52.826;12.357.177;371.093;6.384.829;15.293.978;30.704.032;10.884.650;13.888.964;5.383.384;82.910.930;80.799;5.053.686;18.296.118;13.416.701;3.153.710;5.566.964;38.248;45.606.226;4.057;92.348;769.877;2.034.777;449.902;12.783;27;3.363.771;32.805.204
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;12/2013;280.644.864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.304;11.787.113;23.959.574;64.428.498;52.943.327;109.567.714;17.891.334;280.644.864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2013;261.119.943;965.633;10.715.795;15.982.883;12.569.578;1.960.086;474.692;8.227;42.676.895;99.909;1.439.068;4.145.261;5.141.892;1.285.089;534.806;0;12.646.026;973.873;9.640.321;448.278;0;0;0;0;11.062.471;123.994;12.671.419;2.094.604;61.245;1.381;0;0;14.952.643;98.619;2.257.026;3.468.158;3.399.215;760.681;530.532;0;10.514.232;627.922;2.516.859;2.550.880;2.774.835;514.738;128.349;0;9.113.583;109.627;3.338.662;8.487.921;18.005.519;6.404.286;4.885.908;276.042;41.507.964;21.019;1.542.264;4.076.005;685.505;160.343;295.121;0;6.780.257;44.054;769.152;3.126.246;4.459.172;465.075;989.925;910;9.854.536;102.011.335
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2013;223.550.562;645.758;10.041.515;15.804.302;14.992.901;3.305.195;826.025;0;45.615.694;185.449;2.151.925;4.483.515;4.951.549;674.922;31.755;101;12.479.215;463.630;8.697.489;2.566.410;1.921;0;0;0;11.729.450;279.022;9.698.607;961.089;21.316;8.248;0;0;10.968.283;27.326;3.489.786;5.123.527;5.876.372;1.039.568;277.574;0;15.834.153;692.680;2.302.687;2.218.374;2.062.700;888.090;150.918;133;8.315.583;80.492;3.160.602;7.087.722;14.702.152;4.938.325;3.184.388;424.482;33.578.163;9.382;545.054;2.208.313;196.590;1.127.998;1.241.894;0;5.329.230;33.073;90.707;1.278.929;7.269.829;3.891.746;2.297.289;114.881;14.976.454;64.724.337
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2013;139.524.879;3.077.529;8.033.632;18.010.129;28.332.004;4.671.352;888.160;0;63.012.807;634.511;392.524;554.611;1.224.842;839.912;140.383;7;3.786.790;592.718;767.831;2.957.917;27.913;30.591;34;0;4.377.004;60.080;1.439.470;103.299;0;0;0;0;1.602.850;1.020;39.838;546.716;756.282;5.303.371;3.932.531;0;10.579.759;175.959;911.793;469.522;26.153;8.924;6.273;0;1.598.624;256.371;2.322.396;5.417.855;9.719.563;6.104.167;18.777.239;7.235.747;49.833.337;0;0;0;0;0;0;0;0;16.547;1.723.294;1.243.718;1.102.330;332.421;304.412;10.984;4.733.708;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2013;108.167.577;1.100.338;6.934.658;9.984.175;9.897.821;1.933.989;964.130;55.619;30.870.729;75.613;885.364;1.880.810;2.193.718;396.474;909.368;549.094;6.890.441;512.124;4.734.674;1.326.104;483.487;240.035;97.942;1.908;7.396.274;89.375;9.688.790;2.964.770;95.888;24.960;10.783;733;12.875.300;66.923;3.036.322;3.483.694;4.227.075;899.751;258.104;0;11.971.870;596.968;2.186.974;1.731.645;2.338.329;740.997;363.280;17.924;7.976.117;31.447;794.946;2.001.001;3.169.645;1.136.341;528.994;523;7.662.896;386;324.431;1.773.625;74.236;15.878;33.979;0;2.222.536;12.704;676.135;2.558.306;3.706.008;143.835;1.889.323;0;8.986.311;11.315.102
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2013;46.521.512;197.206;4.609.346;4.749.463;4.607.966;819.432;119.531;0;15.102.944;39.803;1.511.751;1.760.112;1.468.230;657.674;371.466;0;5.809.035;62.244;1.790.601;113.994;0;0;0;0;1.966.839;2.410;2.616.689;621.287;135.102;88;26;0;3.375.603;1.417;595.288;618.677;78.043;0;0;0;1.293.425;27.124;24.702;10.832;1.911;0;0;0;64.569;57.750;918.731;2.444.707;3.929.513;894.565;379.256;0;8.624.521;2.103;240.327;1.141.857;55.952;10.352;5.890;0;1.456.481;0;7.350;87.415;97.097;26.209;0;0;218.071;8.610.023
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;12/2013;43.290.088;237.959;3.609.755;4.664.111;3.232.625;705.273;67.071;0;12.516.794;11.774;196.788;456.300;585.314;72.335;186;0;1.322.696;80.570;1.703.100;843.516;0;14;0;0;2.627.200;113.592;2.908.275;522.311;53.386;1.232;1.591;2.268;3.602.656;69.417;2.029.540;2.865.192;1.969.066;850.954;107.779;1.927;7.893.874;106.261;137.682;77.346;119.459;75.799;25.256;1.560;543.363;18.106;913.925;700.996;1.651.691;288.903;156.809;0;3.730.429;7.586;408.572;1.628.797;102.225;11.817;760;0;2.159.757;1;381.293;832.911;380.163;7.858;0;0;1.602.225;7.291.094
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2013;19.149.300;205.568;1.201.050;2.210.067;1.589.484;435.545;199.522;0;5.841.238;38.240;274.830;659.383;660.902;111.250;3;0;1.744.608;349;63.058;4.017;0;0;0;0;67.424;3.967;36.929;20.948;0;0;0;0;61.844;39.637;536.629;1.085.111;1.018.716;579.765;744.655;0;4.004.513;612.482;115.831;114.667;2.940;106;0;0;846.026;5.818;389.975;924.786;1.529.678;589.761;597.237;14.610;4.051.864;1.266;103.608;223.078;131.995;3.635;3.583;0;467.165;0;0;0;0;0;0;0;0;2.064.618
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;12/2013;14.259.318;113;38.558;75.705;94.432;35.105;6;0;243.919;23.073;888.867;704.387;612.955;45.528;34;0;2.274.844;0;0;0;0;0;0;0;0;22.150;2.209.177;558.800;0;0;0;0;2.790.127;0;0;0;0;0;0;0;0;254;60.723;6.125;16.639;4.201;0;0;87.941;100.593;941.586;2.519.206;4.064.815;1.186.581;49.705;0;8.862.486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;12/2013;14.002.401;27.091;1.218.811;1.862.638;1.525.459;196.229;0;0;4.830.229;0;0;0;0;0;0;0;0;0;3.521;33.623;0;0;0;0;37.144;3.644;209.053;185.340;328.038;126.574;89.800;242;942.692;251;193.759;855.009;1.572.445;231.640;0;0;2.853.105;0;9.101;0;0;0;0;0;9.101;192;1.870;5.939;16.026;32.794;248.934;688.072;993.827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.336.304
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;12/2013;12.869.967;61.686;1.054.474;2.225.250;2.342.239;500.069;45.848;0;6.229.567;2.101;26.956;60.867;73.110;9.915;201;0;173.151;43.241;631.682;438.652;1.002;0;0;0;1.114.577;24.167;386.579;100.221;767;0;0;0;511.733;5.579;425.303;799.602;1.845;0;0;0;1.232.329;44.176;90.916;260.468;215.072;75.850;44.604;0;731.085;6.796;64.593;209.367;469.161;292.791;407.245;838;1.450.790;2.776;110.879;452.784;64.407;41.845;27.209;0;699.900;20;28.866;96.329;247.186;168.136;16.046;0;556.583;170.252
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2013;10.069.899;20.844;1.243.174;923.536;278.270;18.593;0;0;2.484.418;3.116;46.547;69.565;74.367;343;0;0;193.938;23.035;378.856;143.821;0;0;0;0;545.712;3.874;1.507.966;837.923;46.316;57;0;0;2.396.137;7.234;1.009.405;1.349.639;747.252;172.238;0;0;3.285.767;10.566;150.302;18.315;874;46;0;0;180.102;52;14.361;80.697;118.273;2.954;237;0;216.575;1.720;171.283;587.779;6.467;0;0;0;767.249;0;0;0;0;0;0;0;0;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;12/2013;10.025.158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.372;180.433;54.143;0;0;0;0;236.948;247;247.216;60.352;0;0;0;0;307.815;1.541;329.933;670.977;329.253;43.968;0;0;1.375.672;19.442;956.974;1.376.845;989.381;122.512;11.209;75;3.476.438;1.336;148.348;404.191;771.540;270.312;199.889;0;1.795.616;0;70.325;158.961;253.885;29.605;19.250;0;532.026;0;0;0;0;0;0;0;0;2.300.642
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;12/2013;9.774.434;2.906;33.035;50.447;85.025;35.766;907;0;208.085;9.119;102.196;257.922;413.075;41.059;40;0;823.411;0;0;0;0;0;0;0;0;69.324;1.616.603;2.477;2.208;767;0;0;1.691.380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.326;732.059;1.953.598;3.134.714;1.026.054;165.808;0;7.051.558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
