Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;12/2009;7.627.053;157.641.214;98.211.585;260.719.304;-17.058.639;243.660.665;42.507;5.282.803;2.249.441;-204.014;7.370.737;88.446.607;28.800.352;22.771.297;654.529.510;2.249.441;652.280.069
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2009;8.977.873;132.485.829;72.607.420;176.062.233;-20.412.092;155.650.141;2.785.895;84.771.617;40.518.779;-2.737.845;125.338.446;87.570.610;18.571.984;24.919.574;626.121.878;40.518.779;585.603.098
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2009;6.829.931;110.718.295;57.040.434;151.543.606;-13.739.001;137.804.605;207.674;35.753.049;14.583.899;-1.753.901;48.790.721;49.930.158;20.824.217;27.042.315;458.980.677;14.583.899;444.396.778
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2009;2.972;2.006.817;41.917.657;157.049.402;-3.240.648;153.808.755;0;0;0;0;0;8.068.884;129.862.918;43.611.938;379.279.940;0;379.279.940
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2009;3.234.702;29.428.685;118.450.224;124.370.962;-8.854.940;115.516.022;0;0;0;0;0;18.568.333;51.404.369;5.229.487;341.831.823;0;341.831.823
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;12/2009;5.598.113;30.173.694;60.759.427;117.025.170;-8.427.529;108.597.641;312.992;23.572.890;10.161.331;-640.203;33.407.010;64.350.304;9.581.791;31.762.713;344.230.694;10.161.331;334.069.363
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2009;2.093.460;22.812.534;16.593.907;32.236.840;-2.535.773;29.701.067;43.644;6.382.890;2.599.900;-174.734;8.851.701;15.986.692;3.196.776;3.468.245;102.704.381;2.599.900;100.104.481
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2009;239.912;21.425.465;18.194.721;38.041.400;-1.252.041;36.789.359;17.902;5.765.792;2.139.759;-54.390;7.869.063;3.919.996;476.370;165.442;89.080.328;2.139.759;86.940.569
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2009;587.967;19.154.202;12.803.139;19.691.174;-550.953;19.140.221;873.965;11.933.682;6.529.974;-296.330;19.041.291;4.532.558;786.656;1.543.451;77.589.484;6.529.974;71.059.510
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2009;312.840;5.820.298;12.032.251;9.400.717;-1.600.696;7.800.020;2.970;89.151;21.021;-10.676;102.465;12.317.600;1.474.275;1.008.245;40.867.995;21.021;40.846.974
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2009;411.158;5.336.677;7.405.864;12.833.229;-966.209;11.867.019;163;139.580;45.855;-8.749;176.849;1.632.710;1.902.567;588.027;29.320.872;45.855;29.275.017
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;12/2009;62.620;11.145.060;5.661.295;1.453.063;-87.690;1.365.373;0;0;0;0;0;3.544.567;27.200;139.019;21.945.135;0;21.945.135
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2009;1.093.536;10.276.641;3.105.789;3.690.957;-237.516;3.453.441;0;0;0;0;0;2.784.425;56.146;492.393;21.262.372;0;21.262.372
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;12/2009;40.043;2.707.315;2.209.672;920.450;-25.208;895.242;0;0;0;0;0;14.654.333;125.553;90.592;20.722.750;0;20.722.750
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2009;72.983;3.248.634;5.238.539;9.443.790;-555.155;8.888.635;0;0;0;0;0;1.284.380;224.890;196.406;19.154.466;0;19.154.466
