Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2009;21.572.085;14.799.246;10.627.401;6.356.132;0;261.070;53.615.934;-17.149.144;-1.030.396;-11.400.257;-625.733;-8.144.990;-38.350.520;15.265.414;3.965.765;1.500.900;-4.094.013;-6.089.466;-1.530.908;134.404;9.027.100;-10.545.127;-7.631.345;7.634.069;809.151;8.443.219;-2.785.596;-1.071.472;4.586.150;-2.019.074
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2009;15.460.100;7.725.144;7.746.374;2.888.575;732.859;284.150;34.837.202;-12.989.913;-903.883;-5.925.061;0;-7.331.763;-27.150.621;7.686.581;2.608.519;1.097.791;-3.078.505;-3.865.467;-987.950;1.975.724;3.714.837;-4.228.132;-2.763.183;4.923.398;-197.122;4.726.275;-686.618;0;4.039.657;-1.120.287
BB;49906;b1;;C;1;BRASILIA;DF;06/2009;18.465.653;988.396;10.886.617;-511.272;14.761;388.666;30.232.821;-14.809.258;-1.198.853;-702.265;0;-6.519.452;-23.229.827;7.002.995;4.201.992;1.567.833;-5.516.654;-4.795.098;-1.304.264;-16.384;6.173.015;-4.172.585;-3.862.145;3.140.850;1.441.942;4.582.792;-51.888;-516.703;4.014.201;-903.854
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2009;12.682.098;3.938.075;7.387.278;2.014.290;0;150.035;26.171.776;-11.154.084;-636.100;-3.168.469;-621.230;-4.830.955;-20.410.838;5.760.937;2.249.282;1.040.186;-2.338.819;-3.898.601;-1.113.982;512.394;5.080.822;-6.820.442;-5.289.158;471.780;1.243.715;1.715.494;-251.724;-422.804;1.040.967;-627.422
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2009;6.723.597;0;9.813.652;-387.391;0;1.554.265;17.704.123;-8.885.480;-1.354.959;0;-2.449;-1.547.633;-11.790.520;5.913.602;3.653.609;352.813;-4.343.368;-2.307.872;-571.252;171.156;1.625.067;-3.277.560;-4.697.406;1.216.196;-75.143;1.141.053;111.548;-95.079;1.157.522;-380.314
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2009;4.316.708;1.262.003;2.114.975;408.245;163.241;17.736;8.282.908;-3.310.485;-182.595;-951.785;0;-1.629.168;-6.074.033;2.208.875;682.666;347.724;-906.147;-1.720.972;-282.728;158.403;517.716;-536.720;-1.740.058;468.817;27.068;495.885;-81.358;-163.710;250.817;0
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2009;3.927.978;712.687;1.943.129;-381.848;0;0;6.201.946;-2.671.575;-218.053;-498.037;-168.807;-766.778;-4.323.250;1.878.696;150.157;175.571;-264.206;26.622;-172.899;0;1.308.667;-2.372.468;-1.148.557;730.139;-59.492;670.646;-191.179;-77.934;401.533;-250.000
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2009;3.931.198;0;1.446.712;-36.710;0;0;5.341.201;-1.270.701;-4.717.326;0;-100.906;-1.167.907;-7.256.840;-1.915.640;43.311;0;-289.602;-113.782;-124.228;777.598;6.063.002;-3.095.808;3.260.491;1.344.851;-4.057;1.340.794;-619.510;-19.168;702.116;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2009;1.012.636;2.291.652;1.646.418;-419.307;31.453;6.213;4.569.065;-1.765.749;-385.782;-1.796.808;0;-95.250;-4.043.589;525.476;152.126;38.370;-348.676;-280.595;-23.963;-55.267;777.700;-226.938;32.757;558.233;-4.805;553.428;-100.696;0;452.732;0
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2009;1.697.304;21.025;932.032;-2.746;341.087;2.508;2.991.211;-533.404;-215.339;-14.292;0;-942.477;-1.705.512;1.285.699;612.563;62.732;-562.189;-866.532;-189.475;58.319;277.785;-246.243;-853.042;432.657;2.545.610;2.978.267;-1.288.838;-20.082;1.669.347;0
