Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Sudeste;Centro-oeste;Nordeste;Norte;Sul;Região não Informada;Total Exterior;
BB;49.906;b1;C;1;;199;BRASILIA;DF;12/2012;474.317.973;222.026.117;51.973.357;50.501.177;20.593.317;88.434.772;2.341.508;38.447.726
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;12/2012;376.183.861;184.585.478;20.274.827;33.010.060;9.686.141;47.345.148;7.005.140;74.277.067
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2012;353.766.826;184.340.049;36.198.349;53.393.642;14.067.632;64.476.763;1.290.392;0
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;12/2012;318.342.765;142.202.964;21.478.369;33.667.071;12.895.229;41.217.565;7.283.971;59.597.596
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;12/2012;252.450.109;146.578.245;14.186.968;42.130.266;4.076.991;19.595.624;25.882.016;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;12/2012;211.042.869;123.705.428;12.403.509;19.795.129;5.331.609;29.047.868;1.741.726;19.017.599
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;12/2012;64.778.401;34.680.427;4.305.267;8.664.262;2.513.139;12.575.482;384.539;1.655.285
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;12/2012;58.861.494;28.361.376;5.203.265;3.833.593;1.732.753;11.357.126;1.418.327;6.955.054
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2012;48.609.389;24.470.885;3.240.091;3.892.454;1.807.850;7.585.306;1.818.651;5.794.153
BMG;30.290;b1;C;2;;199;BELO HORIZONTE;MG;12/2012;24.240.449;11.741.724;2.081.788;4.945.945;2.512.588;2.417.980;540.424;0
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2012;22.917.349;13.881.259;1.383.994;3.036.805;887.089;2.947.900;780.302;0
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;12/2012;22.702.492;3.064.325;184.291;679.996;197.352;18.316.078;199.522;60.928
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;12/2012;21.670.768;9.781.594;2.047.347;3.931.034;1.356.622;4.536.660;17.511;0
BIC;32.119;b1;C;2;;199;SAO PAULO;SP;12/2012;12.318.528;5.438.039;1.358.509;2.552.952;450.956;1.848.517;19.797;649.758
PANAMERICANO;31.323;b1;C;2;;199;SAO PAULO;SP;12/2012;12.250.941;6.033.939;1.523.463;2.173.255;828.111;1.498.674;193.499;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;12/2012;11.798.532;2.622.868;595.564;8.418.458;70.198;51.183;40.260;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;12/2012;9.636.262;5.089.980;520.854;1.570.807;370.953;2.083.571;96;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;12/2012;8.856.441;5.532.379;601.001;1.707.129;156.585;679.996;179.351;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;12/2012;8.833.606;26.748;2.571.810;3.196;60.525;6.161.754;9.573;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;12/2012;8.608.008;4.353.854;979.741;405.459;183.689;1.324.921;15;1.360.329
FIBRA;49.951;b1;C;2;;199;SAO PAULO;SP;12/2012;8.590.918;4.115.165;827.728;934.372;336.914;1.121.499;381.138;874.103
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;12/2012;8.510.685;5.126.725;783.980;140.143;236.137;267.319;0;1.956.381
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;12/2012;8.487.059;5.047.710;933.799;710.909;167.813;1.599.055;27.773;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;12/2012;7.877.187;174.646;155.988;12.557;1.673;7.530.597;1.728;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;12/2012;7.543.829;3.202.255;786.397;1.740.945;462.342;1.347.101;4.789;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;12/2012;7.376.402;3.865.923;623.066;1.155.596;620.429;1.071.353;39.463;573
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;12/2012;6.636.263;2.608.319;2.544.841;666.729;9.084;575.402;2;231.886
BRB;31.976;b1;C;1;;199;BRASILIA;DF;12/2012;6.382.194;180.660;6.149.654;22.379;7.928;10.339;11.235;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;12/2012;5.935.871;3.696.104;454.009;615.701;122.104;673.155;374.798;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;12/2012;5.328.792;791.342;75.756;0;0;258.978;0;4.202.716
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;12/2012;5.101.060;3.594.369;449.179;70.095;163.439;797.710;26.268;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;12/2012;5.056.199;1.807.554;730.508;587.895;143.054;1.785.659;1.528;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;12/2012;4.879.098;2.943.642;603.095;310.062;146.118;508.668;6.249;361.264
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;12/2012;4.529.204;2.165.144;474.286;690.865;217.375;981.463;71;0
BANCO BVA S.A.;32.254.138;b1;I;2;;8;SAO PAULO;SP;12/2012;4.139.040;3.004.395;445.807;186.606;40.356;460.344;1.532;0
BANCO CNH CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;12/2012;3.886.799;1.034.162;1.123.487;307.309;128.248;1.293.196;398;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;12/2012;3.552.735;3.449.374;16.551;38.139;3.497;7.064;38.110;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;12/2012;3.344.133;2.468.586;156.556;205.055;30.844;430.171;52.921;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;12/2012;3.158.255;1.178.859;328.496;625.306;353.757;671.169;669;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;12/2012;3.112.584;1.208.892;378.379;356.596;181.274;986.583;859;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;12/2012;3.103.483;307.833;1.556.663;311.633;66.356;859.888;1.110;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;12/2012;2.873.218;2.801.572;11.962;32.467;890;26.302;25;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;12/2012;2.855.374;2.193.794;81.828;14.278;0;59.773;2;505.698
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;12/2012;2.701.490;1.355.708;177.571;219.790;75.788;170.081;702.552;0
BONSUCESSO;50.706;b1;C;2;;199;BELO HORIZONTE;MG;12/2012;2.646.007;1.054.129;234.933;762.727;302.571;165.911;125.735;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;12/2012;2.617.573;1.404.633;441.243;85.047;44.454;539.282;203;102.711
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;12/2012;2.570.287;2.405.023;23.036;16.755;14.481;110.991;2;0
TOYOTA;51.334;b2;C;3;;198;SAO PAULO;SP;12/2012;2.567.188;1.068.039;348.983;526.317;188.094;434.841;915;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;12/2012;2.431.960;1.122.954;318.706;270.034;674.608;41.761;3.896;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;12/2012;2.395.119;620.327;67.401;87.961;30.891;1.498.993;89.545;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;12/2012;2.308.777;1.850.889;77.343;158.133;30.131;86.133;106.148;0
RURAL;31.244;b1;C;2;;199;BELO HORIZONTE;MG;12/2012;2.307.430;1.028.970;219.505;558.310;106.273;81.659;45.380;267.333
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;12/2012;2.285.335;93.392;977;0;0;2.190.540;425;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;12/2012;2.158.225;9.579;2.759;10.965;2.125.562;797;8.562;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;12/2012;2.150.609;949.101;173.255;430.486;98.929;497.736;1.103;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;12/2012;2.104.881;761.213;283.205;665.360;215.145;170.895;9.062;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;12/2012;1.908.164;1.874.312;24.185;4.652;1.346;2.939;729;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;12/2012;1.849.404;1.239.775;147.937;237.908;83.612;132.158;8.013;0
ING;51.073;b1;C;3;;199;SAO PAULO;SP;12/2012;1.605.127;1.254.671;300.511;0;0;49.946;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;12/2012;1.567.726;4.419;826;1.464.404;175;333;97.569;0
BES;51.482;b2;C;3;;198;SAO PAULO;SP;12/2012;1.528.128;902.915;64.278;389.311;15.625;55.419;0;100.581
RODOBENS;51.736;b1;C;2;;199;SAO PAULO;SP;12/2012;1.471.030;643.805;267.592;197.626;272.106;89.258;644;0
PERNAMBUCANAS;40.699;n1;C;2;;197;SAO PAULO;SP;12/2012;1.469.251;598.878;47.315;10.729;1.081;149.903;661.345;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;12/2012;1.463.436;610.340;188.354;71.962;28.458;564.323;0;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;12/2012;1.452.011;1.148.095;95.919;73.693;100.060;34.244;0;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;12/2012;1.442.340;409.097;659.126;267.061;31.403;75.651;0;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;12/2012;1.373.262;891.203;139.635;68.692;137.536;111.850;24.346;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;12/2012;1.335.469;810.375;222.776;117.360;25.182;142.445;2.567;14.764
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;12/2012;1.323.660;1.199.948;7.051;27.871;1.952;86.836;1;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;12/2012;1.257.273;799.072;20.708;74.388;283.795;79.308;2;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;12/2012;1.246.695;95.066;47.061;110.870;30.525;22.887;940.285;0
BANIF;20.255;b1;C;3;;199;SAO PAULO;SP;12/2012;1.238.251;886.539;38.879;175.644;42.815;90.693;3.681;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;12/2012;1.212.078;423.246;110.928;266.457;108.902;99.531;203.014;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;12/2012;1.119.324;219.442;580.177;111.875;46.162;159.523;2.144;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;12/2012;999.386;976.555;21.252;629;121;399;430;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;12/2012;957.554;4.528;1.019;2.603;533;942.147;6.723;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;12/2012;912.887;329.182;176.768;245.023;48.996;111.911;1.007;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;12/2012;908.505;686.968;0;43.019;92.061;86.456;1;0
ORIGINAL;51.781;b1;C;2;;199;PORTO ALEGRE;RS;12/2012;907.850;411.836;301.827;86.968;52.689;47.599;6.931;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;12/2012;871.400;316.750;134.632;94.367;43.046;282.605;1;0
BANCO INTERMEDIUM S/A;416.968;b1;I;2;;8;BELO HORIZONTE;MG;12/2012;858.030;575.221;83.219;68.181;14.856;78.943;37.611;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;12/2012;809.769;805.168;120;2.016;1.652;323;489;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;12/2012;789.722;357.577;48.256;139.431;58.444;66.561;119.453;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;12/2012;783.302;390.944;37.532;7.208;2.918;227.282;117.418;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;12/2012;740.926;282.931;68.285;112.790;86.624;190.296;0;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27.406.222;n1;I;2;;14;VITORIA;ES;12/2012;729.329;460.402;601;88.998;596;330;178.403;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;12/2012;687.433;61;73;44;14;687.023;219;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;12/2012;631.640;61;1.333;0;0;630.244;3;0
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;12/2012;629.476;515.024;100.853;0;0;13.598;0;0
BOFA MERRILL LYNCH;51.255;b1;C;3;;199;SAO PAULO;SP;12/2012;613.738;602.987;0;2.583;0;8.169;0;0
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;12/2012;611.155;598.829;301;0;0;12.025;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79.342.069;b3S;I;2;;9;MARINGA;PR;12/2012;607.328;3.415;9.433;72;2.837;588.785;2.786;0
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;12/2012;593.350;366.528;49.765;29.936;14.903;132.168;49;0
BANCO GUANABARA S.A.;31.880.826;b1;I;2;;8;RIO DE JANEIRO;RJ;12/2012;587.161;310.953;4.918;217.412;32.550;21.330;0;0
WESTLB;51.554;b1;I;3;;199;SAO PAULO;SP;12/2012;541.716;227.745;87.473;71.562;58.969;73.508;22.459;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;12/2012;524.772;3.817;249;103;209;516.482;3.911;0
RENDIMENTO;51.468;b1;C;2;;199;SAO PAULO;SP;12/2012;524.537;464.515;16.603;7.344;24.436;10.347;1.291;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;;9;SORRISO;MT;12/2012;502.361;1.339;484.076;126;1.095;14.845;880;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.565.770;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;12/2012;501.567;742;488.666;793;297;10.412;657;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;12/2012;491.312;451;954;1.464;434;484.033;3.976;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;12/2012;479.989;1.121;1.969;60;523;472.450;3.865;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43.818.780;b2;I;3;;8;BARUERI;SP;12/2012;475.068;354.418;12.172;35.325;8.677;64.470;6;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;12/2012;474.786;61.422;8.090;10.478;2.809;390.716;1.272;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;12/2012;434.645;238;2.145;0;0;431.884;378;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26.529.420;b3S;I;2;;9;NOVA MUTUM;MT;12/2012;412.333;4.708;397.621;2.418;2.777;4.016;793;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;12/2012;402.041;384.787;5.333;10.948;602;12;359;0
