Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;03/2014;362.666.258;2.000.327;3.323.860;8.872.519;18.457.767;9.701.773;2.089.081;0;44.445.327;1.318.806;1.462.690;2.633.049;3.353.330;397.413;450;0;9.165.738;320.483;819.825;2.071.551;3.387.822;638.425;689;0;7.238.795;1.621.448;9.148.596;24.216.583;54.675.282;42.863.781;107.381.852;34.433.802;274.341.345;900.495;5.907.819;1.447.634;89.299;402;0;0;8.345.649;2.497;834.471;526.452;163.029;133.309;140.814;0;1.800.572;1.862.595;4.401.979;4.071.768;2.860.554;1.652.746;2.057.809;421.380;17.328.832;0
BB;49.906;b1;C;1;;199;BRASILIA;DF;03/2014;238.366.667;222.150;3.994.132;11.187.133;22.689.799;11.046.235;4.116.502;0;53.255.951;449.322;2.760.500;7.578.194;9.223.293;3.425.760;1.188.773;0;24.625.841;53.255;1.287.099;3.319.586;5.019.378;871.408;0;0;10.550.727;7.690;342.233;764.066;2.016.518;1.944.236;8.494.833;7.119.778;20.689.354;1.163.970;15.635.028;2.479.980;8.038;14;0;0;19.287.029;918.887;9.634.621;34.028.639;22.619.019;15.361.907;17.713.894;1.099.866;101.376.832;284.065;1.379.459;3.307.346;984.142;420.308;345.497;30;6.720.848;1.860.084
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;03/2014;169.546.154;119.707;2.178.236;5.637.370;11.229.434;5.062.186;41.533;0;24.268.468;536.207;3.184.562;5.220.891;3.759.297;224.186;100.763;0;13.025.906;1.133.687;4.755.273;11.842.468;17.212.696;1.862.862;3.365;0;36.810.350;63.838;476.570;1.182.651;2.359.987;2.176.308;8.184.403;6.872.648;21.316.406;3.558.653;31.198.228;11.151.591;158.948;0;0;0;46.067.420;553;41.622;98.057;110.678;77.665;86.695;0;415.269;1.178.101;5.557.693;2.703.657;4.254.485;949.965;54.642;0;14.698.543;12.943.791
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;03/2014;129.592.256;158.403;2.795.214;7.415.557;12.022.158;4.259.904;547.713;0;27.198.949;683.930;4.168.340;5.457.958;3.969.708;542.006;155.999;24;14.977.965;465.074;3.753.962;9.055.837;11.064.401;1.086.377;5.751;5;25.431.408;40.471;234.233;659.066;1.683.266;1.534.058;5.627.161;4.011.526;13.789.781;3.046.281;13.937.876;5.514.560;132.357;1.064;32;0;22.632.169;86.710;1.583.346;6.978.732;3.751.420;1.878.822;730.726;0;15.009.756;1.024.516;4.910.462;1.781.253;1.663.045;498.967;201.340;13.440;10.093.023;459.205
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;03/2014;118.283.741;482.073;1.347.402;3.411.210;5.196.868;1.580.215;337.973;6.392;12.362.134;797.567;1.406.927;3.116.461;4.524.045;1.025.784;99.617;1.705;10.972.107;641.943;4.639.431;11.376.200;15.271.416;1.914.925;9.152;4.903;33.857.971;30.579;711.610;1.668.137;3.508.482;2.539.435;5.975.297;2.260.008;16.693.548;1.229.359;12.022.776;2.638.780;570.641;209.487;40.138;2.742;16.713.924;21.248;223.486;1.571.202;618.020;279.478;129.716;660;2.843.810;1.511.988;5.241.623;2.836.528;3.148.832;1.297.712;377.820;5.134;14.419.636;10.420.611
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;03/2014;38.585.431;150.600;940.884;2.283.985;3.097.339;619.668;261;0;7.092.738;6.627;21.482;41.161;11.812;333;0;0;81.415;973.881;4.613.065;10.752.570;13.196.914;1.358.947;372;0;30.895.749;0;0;0;0;0;0;0;0;146.720;140.201;31.418;57;0;0;0;318.395;895;8.064;11.876;30.418;40.051;40.329;0;131.632;2.854;12.245;20.894;20.666;8.843;0;0;65.502;0
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;03/2014;19.495.411;9.384;95.665;259.123;415.081;74.433;2.020;90;855.796;581.397;1.405.297;2.038.439;1.081.091;40.413;6;1.419;5.148.061;60.003;367.972;891.234;1.140.800;154.617;222;0;2.614.847;6.313;88.708;206.933;530.793;294.337;2.097.370;1.247.381;4.471.835;376.257;2.488.009;389.711;437;0;0;0;3.254.414;19.366;199.083;1.071.677;354.959;2.746;0;0;1.647.831;191.628;570.556;639.483;46.224;14.298;32.328;8.109;1.502.627;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;03/2014;15.093.452;216.041;1.397.569;3.594.820;5.513.150;1.839.163;212.519;70;12.773.332;7.197;2.184;6.485;5.456;655;0;0;21.977;43.475;149.701;338.534;264.331;20.353;0;0;816.394;22;133;421;1.183;1.332;5.686;0;8.776;146.019;1.078.467;0;0;0;0;0;1.224.486;0;0;0;0;0;0;0;0;8.091;34.491;89.670;106.520;9.698;17;0;248.486;0
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;03/2014;13.371.644;61.879;654.639;1.788.094;3.282.374;1.239.529;163.641;290;7.190.446;39.705;335.347;567.263;184.253;11.510;34.432;3;1.172.512;807;19.467;51.054;77.243;11.069;144;0;159.783;1.703;34.751;98.932;265.854;239.398;891.753;608.862;2.141.253;32.469;52.810;8.179;1.613;1;0;0;95.071;20.233;436.283;206.073;260.845;168.211;241.980;0;1.333.624;109.973;624.678;187.830;214.881;85.965;55.438;188;1.278.953;0
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;03/2014;13.338.048;17.850;62.270;145.541;236.073;62.833;511;0;525.078;88.839;250.730;575.575;953.197;96.288;14;0;1.964.643;624;7.596;19.369;18.730;3.111;4;0;49.433;607;10.419;24.301;63.047;57.731;219.894;160.614;536.613;893.427;6.977.387;1.620.644;333.630;514;0;0;9.825.603;0;0;57.910;0;0;0;0;57.910;49.899;270.508;56.038;2.137;185;0;0;378.768;0
PANAMERICANO;31.323;b1;C;2;;199;SAO PAULO;SP;03/2014;12.486.256;34.918;206.729;550.554;969.030;451.842;89.407;0;2.302.481;8.315;14.430;30.743;17.464;89;4;0;71.045;238.312;744.244;1.960.584;4.359.472;922.153;974;0;8.225.739;2.078;12.032;30.034;67.184;51.336;122.649;29.562;314.875;179.585;776.967;120.704;22.160;922;99;0;1.100.437;0;0;0;0;0;0;0;0;6.193;35.484;126.860;144.124;55.275;93.507;10.237;471.679;0
