Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;06/2020;564.740.505;2.520.142;5.079.546;13.221.256;23.237.350;11.700.211;7.884.649;24;63.643.178;682.809;780.368;1.491.133;1.431.336;222.334;8.472;6.284;4.622.736;39.631;119.444;160.042;115.824;17.002;38;35;452.017;688.430;10.975.705;36.681.237;84.888.118;69.128.633;193.073.986;78.273.615;473.709.723;1.505.442;5.468.122;1.877.088;175.950;20.480;19.227;0;9.066.309;136.609;902.138;1.444.434;547.740;145.132;61.709;0;3.237.762;1.680.854;2.809.462;2.158.477;1.780.496;808.531;732.696;38.265;10.008.780;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;06/2020;371.116.139;239.554;4.860.226;14.057.202;30.370.933;20.600.384;15.811.484;188.779;86.128.562;792.138;3.083.110;8.263.633;11.164.493;5.407.654;2.903.955;430.480;32.045.464;35.572;407.481;1.098.841;1.694.448;382.430;37;109.918;3.728.728;66.629;430.029;1.310.510;3.521.134;3.475.284;17.780.041;21.054.155;47.637.781;1.412.790;19.094.910;4.573.033;323.052;233;0;198.727;25.602.746;2.020.926;20.137.650;44.652.870;47.131.315;25.978.831;22.551.446;172.536;162.645.574;627.842;981.660;3.033.499;2.043.231;1.398.635;1.630.915;140.878;9.856.659;3.470.625
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;06/2020;304.509.414;482.805;4.859.137;12.628.990;20.556.682;9.145.219;2.681.510;11;50.354.354;420.070;1.586.583;4.084.863;3.095.021;609.214;12.230;0;9.807.981;218.548;2.260.988;6.384.542;9.166.752;1.437.380;5.678;0;19.473.888;43.542;1.531.360;4.462.937;10.128.509;7.908.133;19.162.555;5.115.609;48.352.645;7.085.475;43.955.051;20.200.503;1.600.816;49.897;4;0;72.891.746;2.174;396.293;257.510;110.017;51.596;23.331;0;840.921;2.396.901;7.858.089;10.342.130;9.078.416;2.266.234;349.521;0;32.291.290;70.496.588
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;06/2020;232.782.558;306.300;5.578.054;15.189.197;25.964.791;12.772.190;5.654.423;414;65.465.369;1.159.867;5.735.512;9.958.030;8.547.901;1.458.654;526.237;433;27.386.633;297.636;3.483.543;9.373.510;13.139.641;1.989.073;8.335;6;28.291.744;43.214;1.644.606;4.520.029;10.184.186;7.776.194;19.043.444;5.435.106;48.646.780;4.303.907;20.626.103;7.759.211;935.284;93.963;13.552;0;33.732.021;104.892;2.442.972;4.769.649;4.994.315;1.144.698;450.340;0;13.906.867;1.368.165;4.749.904;2.739.123;3.541.531;1.323.168;661.646;17.136;14.400.672;952.474
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;06/2020;207.285.749;753.012;3.528.928;9.474.326;16.581.621;8.558.260;5.435.360;873;44.332.379;536.131;1.405.551;3.066.174;4.050.202;1.627.555;446.321;16.895;11.148.828;618.630;6.262.535;16.305.246;24.130.147;4.579.815;31.261;4.006;51.931.640;25.196;1.138.243;3.586.417;8.067.479;6.218.281;14.957.932;4.379.065;38.372.613;1.883.697;19.597.970;7.390.508;1.002.924;272.334;133.824;36;30.281.295;51.261;1.126.031;2.048.746;1.999.941;993.653;633.593;0;6.853.225;1.508.883;4.488.851;4.744.963;5.554.826;3.282.107;2.195.079;77.305;21.852.014;2.513.757
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;06/2020;43.320.208;64.964;130.335;291.896;233.607;13.900;66;0;734.768;46.257;118.338;304.973;192.660;58.234;3.413;0;723.875;708.881;4.931.369;12.768.762;18.255.739;2.471.351;3.808;0;39.139.910;0;0;0;0;0;0;0;0;517.700;1.405.707;629.994;57.523;0;0;0;2.610.924;0;1.067;2.242;3.422;1.576;0;0;8.307;1.234;23.964;26.715;29.531;10.849;9.981;149;102.423;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;06/2020;26.640.170;140.533;1.056.620;3.024.296;6.155.161;3.827.466;2.024.616;188;16.228.879;31.269;736.583;766.449;273.498;54.009;14.622;14;1.876.444;183;1.854;3.993;6.900;1.660;10;0;14.600;2.109;65.296;154.961;405.186;375.771;1.478.470;1.104.993;3.586.787;66.829;970.957;268.517;3.698;0;0;0;1.310.001;45.541;549.098;503.653;477.052;243.634;170.354;74.040;2.063.372;127.269;891.385;196.091;178.774;84.033;82.457;78;1.560.088;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;06/2020;24.094.735;30.291;663.167;1.819.423;3.491.026;1.895.893;593.900;0;8.493.702;8.255;216.316;671.640;509.009;80.736;2.170;0;1.488.126;185.820;1.693.941;4.387.824;6.402.312;720.549;159;0;13.390.605;6;42;419;742;197;272;0;1.678;7.064;143.548;46.247;113;0;0;0;196.972;181;60.498;76.064;60.163;38.164;13.579;0;248.649;14.014;199.379;46.103;5.040;0;0;0;264.536;10.467
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;06/2020;22.811.818;109.177;770.370;2.088.351;3.851.730;2.044.162;973.564;0;9.837.354;2.022;4.938;6.760;894;14;0;0;14.628;326.381;1.271.963;3.088.894;4.231.432;450.694;105;0;9.369.469;992;3.950;10.105;21.874;16.067;33.242;5.135;91.365;533.409;2.378.761;238.648;8.785;295;0;0;3.159.898;0;0;0;0;0;0;0;0;15.247;23.027;53.514;103.877;63.694;77.734;2.011;339.104;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;06/2020;17.539.194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.428;888.772;1.865.010;1.458.178;691.203;428.128;2.657;5.390.376;275.251;1.912.198;4.431.560;3.736.163;1.435.767;356.655;1.224;12.148.818;0
