Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;06/2003;6.682.761;12.347.956;72.745.908;60.151.934;-3.497.827;56.654.107;45.745;437.615;183.977;-13.640;653.696;30.600.022;22.651.376;3.610.284;205.946.109;183.977;205.762.133
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2003;6.677;6.784;10.367.965;51.128.914;-5.653.556;45.475.358;0;0;0;0;0;2.593.509;70.548.426;11.541.371;140.540.091;0;140.540.091
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2003;536.118;4.370.990;63.545.979;24.508.873;-3.531.449;20.977.424;0;0;0;0;0;5.392.844;37.180.918;2.325.087;134.329.360;0;134.329.360
BRADESCO;10045;b1;;C;2;SAO GONCALO;RJ;06/2003;1.712.625;20.978.489;18.281.314;44.915.127;-3.788.755;41.126.372;73.271;2.341.304;911.492;-128.262;3.197.804;22.560.033;18.217.276;7.095.477;133.169.391;911.492;132.257.899
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2003;1.438.947;14.850.150;18.876.372;33.838.094;-3.365.426;30.472.668;108.337;1.925.674;1.145.731;-78.226;3.101.516;15.676.023;10.767.761;7.995.371;103.178.808;1.145.731;102.033.077
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;06/2003;740.715;8.084.627;12.545.820;22.109.756;-1.335.739;20.774.017;12.065;915.679;495.794;-21.136;1.402.402;9.004.465;5.274.033;3.686.655;61.512.733;495.794;61.016.939
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;06/2003;604.665;6.141.743;17.093.331;12.368.982;-798.735;11.570.247;158.273;375.845;157.913;-15.274;676.756;9.164.535;4.422.269;2.169.126;51.842.672;157.913;51.684.760
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;06/2003;785.701;2.126.116;8.311.429;15.752.969;-847.449;14.905.520;172.961;334.479;146.121;-180.398;473.163;6.478.194;5.121.804;1.988.509;40.190.437;146.121;40.044.316
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2003;1.461.006;5.609.416;7.589.055;9.700.212;-311.547;9.388.665;24.097;2.369.302;1.185.774;-89.563;3.489.610;2.797.969;1.669.870;579.963;32.585.555;1.185.774;31.399.781
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;06/2003;84.142;724.287;14.765.285;3.735.700;-345.741;3.389.959;0;0;0;0;0;1.284.235;3.087.951;370.989;23.706.848;0;23.706.848
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2003;1.136.017;2.017.975;4.023.942;7.990.184;-584.823;7.405.361;1.291;192.304;41.912;-1.180;234.327;3.200.168;3.456.025;852.280;22.326.095;41.912;22.284.183
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2003;393.512;3.238.328;5.686.963;5.444.257;-148.213;5.296.045;6.961;222.405;32.616;-50.308;211.673;6.180.066;830.019;189.335;22.025.940;32.616;21.993.325
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2003;11.316;4.819.504;10.653.468;3.068.339;-151.145;2.917.194;14.201;63.944;36.588;-17.433;97.300;2.285.354;568.959;33.871;21.386.966;36.588;21.350.378
BANKBOSTON;30300;b1;;C;3;SAO PAULO;SP;06/2003;541.446;6.056.637;2.451.539;6.806.896;-307.519;6.499.377;50.279;384.547;46.496;-22.690;458.631;2.013.207;1.063.456;592.431;19.676.723;46.496;19.630.227
SUDAMERIS;31330;b1;;C;3;SAO PAULO;SP;06/2003;175.858;1.822.599;2.447.231;5.661.551;-424.226;5.237.325;4.472;444.512;126.575;-11.995;563.564;3.457.835;1.234.127;503.406;15.441.946;126.575;15.315.370
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2003;124.661;998.459;5.350.095;4.434.544;-846.979;3.587.565;620;112.229;47.420;-3.757;156.513;566.716;1.256.724;182.289;12.223.022;47.420;12.175.603
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2003;27.027;343.607;6.072.716;3.894.438;-687.488;3.206.950;0;0;0;0;0;954.788;105.607;146.383;10.857.076;0;10.857.076
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;06/2003;893.213;3.013.071;2.152.355;171.278;-325;170.953;0;0;0;0;0;1.272.745;1;58.149;7.560.487;0;7.560.487
LLOYDS;20121;b1;;C;3;SAO PAULO;SP;06/2003;65.631;319.010;2.568.602;2.833.410;-285.294;2.548.117;6.077;50.763;28.616;-10.516;74.940;806.361;101.597;139.815;6.624.072;28.616;6.595.456
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;06/2003;174.071;413.887;4.556.057;116.005;-35.798;80.207;0;-384;0;0;-384;1.137.206;4.257;97.441;6.462.742;0;6.462.742
SANTOS;50177;b1;;C;2;SAO PAULO;SP;06/2003;24.881;49.544;2.909.037;1.971.761;-92.162;1.879.599;0;0;0;0;0;896.393;44.731;174.109;5.978.295;0;5.978.295
PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2003;63.574;2.863.623;1.808.276;104.603;-194;104.408;0;0;0;0;0;690.782;2.185;30.595;5.563.443;0;5.563.443
