Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;12/2006;4.748.797;29.087.697;72.927.146;122.224.106;-8.366.437;113.857.668;39.301;1.198.495;198.035;-28.125;1.407.707;40.663.032;29.266.777;4.595.630;296.554.455;198.035;296.356.419
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2006;4.653.008;25.989.190;34.769.567;85.973.738;-6.306.292;79.667.446;83.315;5.334.156;1.591.677;-159.840;6.849.307;25.077.537;20.888.965;16.999.586;214.894.607;1.591.677;213.302.930
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2006;1.715.323;16.865.765;93.680.526;45.688.652;-4.468.699;41.219.953;0;0;0;0;0;9.106.219;44.536.806;2.408.244;209.532.835;0;209.532.835
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2006;3.362.723;30.541.528;27.239.407;59.649.355;-6.236.388;53.412.968;1.063.933;26.762.897;12.117.922;-416.541;39.528.211;33.043.626;17.053.741;13.091.897;217.274.101;12.117.922;205.156.179
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2006;2.234;783;13.489.617;70.514.338;-3.393.410;67.120.928;0;0;0;0;0;3.627.221;83.155.112;17.749.673;185.145.568;0;185.145.568
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;12/2006;1.835.391;9.043.275;20.972.941;45.861.690;-2.444.096;43.417.594;40.430;2.826.677;747.119;-46.231;3.567.995;29.611.946;9.274.375;2.183.905;119.907.422;747.119;119.160.302
SANTANDER BANESPA;30379;b1;;C;3;SAO PAULO;SP;12/2006;1.177.786;5.309.341;39.513.364;34.107.763;-1.547.594;32.560.169;42.098;457.438;134.932;-12.076;622.392;15.474.778;5.568.746;2.034.293;102.260.870;134.932;102.125.938
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;12/2006;1.275.386;19.412.677;11.858.994;39.327.809;-2.714.683;36.613.126;97.029;2.731.958;893.856;-35.560;3.687.283;13.448.408;6.471.876;5.911.241;98.678.990;893.856;97.785.134
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2006;253.977;2.258.658;26.062.845;20.577.195;-619.870;19.957.325;56.976;7.802.190;3.433.395;-234.478;11.058.083;2.965.024;1.938.358;759.463;65.253.733;3.433.395;61.820.338
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2006;913.447;9.184.379;11.909.364;21.629.367;-1.522.936;20.106.430;11.862;1.084.946;263.515;-11.744;1.348.580;7.248.313;6.019.245;1.799.485;58.529.243;263.515;58.265.728
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2006;55.240;19.429.389;17.161.922;16.419.331;-414.118;16.005.213;9.000;62.324;27.371;-9.207;89.487;1.945.976;1.945.041;102.586;56.734.854;27.371;56.707.483
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;12/2006;411.103;306.138;25.371.568;7.063.766;-770.990;6.292.775;0;0;0;0;0;1.266.965;5.156.553;514.291;39.319.392;0;39.319.392
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2006;750.327;2.982.107;10.261.227;7.206.035;-568.392;6.637.644;55;-8.039;232;-60;-7.811;8.320.419;1.091.237;720.278;30.755.427;232;30.755.195
UBS PACTUAL;49944;b1;;C;3;RIO DE JANEIRO;RJ;12/2006;48.332;5.483.483;10.905.800;728.451;-10.455;717.996;0;0;0;0;0;2.879.552;50.554;174.938;20.260.656;0;20.260.656
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2006;261.756;2.576.180;4.534.076;6.035.587;-814.189;5.221.398;144;63.988;27.907;-3.387;88.651;599.573;2.127.972;315.609;15.725.213;27.907;15.697.307
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2006;48.147;977.037;6.653.426;3.874.596;-296.600;3.577.997;0;0;0;0;0;829.681;207.392;183.744;12.477.424;0;12.477.424
BBM;30207;b1;;C;2;SALVADOR;BA;12/2006;40.960;399.220;7.018.745;1.713.563;-26.753;1.686.810;138;62.000;0;-621;61.517;3.062.620;51.916;79.978;12.401.765;0;12.401.765
ALFA;51293;b1;;C;2;SAO PAULO;SP;12/2006;3.532;85.635;4.949.465;4.613.607;-70.675;4.542.931;12.316;462.640;87.492;-5.419;557.029;594.381;238.649;191.601;11.163.222;87.492;11.075.730
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2006;448.587;4.944.501;2.587.285;1.132.539;-5.925;1.126.613;0;0;0;0;0;1.627.455;5.468;71.622;10.811.532;0;10.811.532
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;12/2006;27.525;1.529.351;1.610.427;4.208.990;-88.759;4.120.231;0;0;0;0;0;3.300.124;35.493;50.036;10.673.186;0;10.673.186
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;12/2006;7.109;421.357;4.037.186;223.165;-9;223.156;0;0;0;0;0;4.217.092;13.293;88.117;9.007.310;0;9.007.310
FIBRA;49951;b1;;C;2;SAO PAULO;SP;12/2006;34.691;1.204.671;3.961.097;2.450.559;-54.033;2.396.526;0;18.126;17.744;-2;35.868;589.710;72.000;68.478;8.363.042;17.744;8.345.297
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2006;5.702;249.699;6.788.023;191.136;-211;190.925;0;-116;0;0;-116;896.499;64.635;87.273;8.282.640;0;8.282.640
BIC;32119;b1;;C;2;SAO PAULO;SP;12/2006;157.435;69.608;2.237.962;3.468.022;-82.464;3.385.557;23;22.888;1.075;-1.530;22.456;1.185.137;232.488;35.517;7.326.160;1.075;7.325.085
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;12/2006;45.290;12.114;0;5.767.892;-333.859;5.434.033;16.917;399.348;119.573;-23.588;512.250;392.546;19.035;86.641;6.501.909;119.573;6.382.336
BANESTES;30159;b1;;C;1;VITORIA;ES;12/2006;56.530;2.074.076;916.548;1.269.688;-122.351;1.147.337;559;104.041;36.454;-2.281;138.775;429.074;798.122;113.354;5.673.816;36.454;5.637.362
