Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Outros Depósitos (a5);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
BB;49906;b1;;C;1;BRASILIA;DF;12/2007;49.316.263;45.839.494;5.144.490;67.082.581;20.899.660;188.282.487;72.270.114;0;0;0;334.680;0;334.680;20.321.073;281.208.354;1.946.702;50.210.341;333.365.397;122.749;24.262.096;357.750.243
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2007;27.455.971;27.989.905;1.615.904;24.056.483;1.473.884;82.592.147;67.910.100;0;0;0;3.451.973;2.840.222;6.292.195;16.545.658;173.340.100;3.847.613;80.594.479;257.782.191;91.171;30.894.977;288.768.338
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2007;28.594.134;32.812.974;372.473;38.006.166;970.327;100.756.074;75.152.606;0;0;0;2.999.814;3.462.608;6.462.421;23.409.174;205.780.275;949.328;46.880.921;253.610.524;138.634;30.697.638;284.446.796
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2007;11.549.879;75.600.969;0;41.362.616;13.275.236;141.788.701;41.968.712;0;0;0;0;6.350.751;6.350.751;20.681.103;210.789.266;11.930;28.249.713;239.050.909;0;10.585.909;249.636.819
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2007;511.100;0;0;0;26.100.284;26.611.384;0;0;0;0;0;0;0;28.042.079;54.653.463;3.880;119.087.410;173.744.753;0;24.923.350;198.668.103
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;12/2007;9.292.768;10.671.509;916.811;32.391.996;286.163;53.559.246;17.366.484;0;0;0;1.930.688;1.040.856;2.971.543;11.095.008;84.992.282;2.544.282;58.906.386;146.442.950;13.016;12.206.580;158.662.545
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;12/2007;10.402.488;10.505.892;918.138;25.851.098;137.618;47.815.234;32.978.921;0;0;0;1.937.630;4.018.692;5.956.323;16.226.287;102.976.764;3.939.304;29.022.285;135.938.353;40.993;11.973.056;147.952.401
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;12/2007;6.254.280;6.288.137;309.671;25.939.173;400.554;39.191.815;23.114.840;0;0;0;1.488.759;427.643;1.916.402;11.662.929;75.885.986;4.564.131;26.533.137;106.983.253;78.892;9.264.594;116.326.739
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2007;6.997.938;2.049.039;827.057;34.358.796;159.268;44.392.099;1.544.180;0;0;0;824.831;266.517;1.091.349;4.167.714;51.195.342;827.991;13.603.611;65.626.943;44.622;5.084.212;70.755.777
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2007;3.737.323;777.583;954.879;5.826.327;33.860;11.329.972;31.191.560;0;0;0;2.781.738;49.320;2.831.058;5.379.359;50.731.949;3.335.545;8.991.090;63.058.583;21.175;4.200.867;67.280.626
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2007;348.086;0;971.355;13.850.243;7.906;15.177.591;23.391.831;0;0;0;2.100.622;2.722.174;4.822.796;5.484.238;48.876.456;5.058.595;6.446.635;60.381.685;11.201;6.033.035;66.425.920
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;12/2007;3.426.439;10.165.263;54.526;18.711.228;27.151;32.384.607;7.783.587;0;0;0;0;6.591;6.591;347.173;40.521.958;0;4.151.072;44.673.030;56;2.765.660;47.438.746
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2007;2.173.221;224.359;30.781;4.091.392;116.026;6.635.779;732.821;0;0;0;0;0;0;3.638.809;11.007.410;1.472.318;19.048.923;31.528.651;22.944;4.710.612;36.262.207
UBS PACTUAL;49944;b1;;C;3;RIO DE JANEIRO;RJ;12/2007;1.234.548;0;0;2.966.328;44.018;4.244.894;5.163.132;0;0;0;1.022.731;0;1.022.731;362.842;10.793.599;635.964;7.685.738;19.115.301;1.446;3.829.206;22.945.953
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2007;1.829.348;4.633.790;3.507;6.033.411;21.735;12.521.791;2.228.119;0;0;0;0;0;0;942.241;15.692.151;21.901;2.091.343;17.805.396;4.267;2.792.696;20.602.359
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;12/2007;21.527;0;3.008.041;500.282;8.901;3.538.752;5.393.245;0;0;0;0;0;0;1.528.276;10.460.272;76.212;7.365.213;17.901.697;1.767;1.133.317;19.036.781
BBM;30207;b1;;C;2;SALVADOR;BA;12/2007;113.978;0;676.627;2.763.950;1.018;3.555.573;8.028.505;0;0;0;243.325;0;243.325;1.121.883;12.949.286;103.724;3.275.316;16.328.326;5.791;1.004.308;17.338.425
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2007;324.696;0;4.648;3.050.479;20.602;3.400.425;2.201.879;0;0;0;32.215;0;32.215;2.356.841;7.991.360;765.585;4.466.579;13.223.524;4.131;2.003.533;15.231.187
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2007;88.530;728.395;162.096;1.126.760;1.011.359;3.117.140;200.966;0;0;0;0;0;0;2.163.257;5.481.363;23.045;7.036.079;12.540.488;78;1.602.499;14.143.065
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;12/2007;388.156;0;128.904;1.536.303;162;2.053.525;68.777;0;0;0;1.082.554;0;1.082.554;590.105;3.794.961;1.305.487;8.179.089;13.279.537;2.253;749.239;14.031.029
FIBRA;49951;b1;;C;2;SAO PAULO;SP;12/2007;122.354;0;389.551;2.118.639;814;2.631.357;8.350.589;0;0;0;454.750;0;454.750;1.409.620;12.846.317;32.264;426.601;13.305.182;2.215;544.204;13.851.600
ALFA;51293;b1;;C;2;SAO PAULO;SP;12/2007;39.198;0;202.002;3.075.184;1.767;3.318.151;4.105.243;0;0;0;27.247;784.594;811.841;1.311.340;9.546.574;1.401.874;1.258.349;12.206.798;1.418;1.417.115;13.625.330
BIC;32119;b1;;C;2;SAO PAULO;SP;12/2007;112.199;232.928;239.001;3.831.372;799;4.416.298;1.354.083;0;0;0;502.649;0;502.649;1.818.032;8.091.062;251.327;1.086.197;9.428.586;16.292;1.572.000;11.016.878
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2007;53.150;0;0;42.539;809;96.499;434.477;0;0;0;0;0;0;5.846.893;6.377.870;544.367;2.147.832;9.070.068;137;1.499.895;10.570.101
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;12/2007;0;0;3.102.522;886.295;0;3.988.817;0;0;0;0;0;0;0;2.066.972;6.055.789;337;697.975;6.754.102;17.680;1.112.459;7.884.241
